##	TAG	<div1>
##	TAG	<head>
1	TOK	Sharp	BOS	sharp\JA
1373	TOK	share		share\N5S
1374	TOK	of		of\P
1375	TOK	manufactures		manufacture\N5P
1376	TOK	in		in\P
1377	TOK	exports		export\N5P
1378	TOK	was		be\V6F-A66
1379	TOK	less		less\DDC7
1380	TOK	than		than\CS
##	TAG	<num>
1381	TOK	10		10\X
##	TAG	</num>
1382	TOK	percent		percent\N56
---	DLD	,		=\DELIM
1383	TOK	while		while\CS
1384	TOK	the		the\AT---6
##	TAG	<name>
1385	TOK	Middle East		Middle_East\N46
##	TAG	</name>
1386	TOK	and		and\CC
##	TAG	<name>
1387	TOK	North Africa		North_Africa\N46
##	TAG	</name>
1388	TOK	and		and\CC
##	TAG	<name>
1389	TOK	Latin America		Latin_America\N46
##	TAG	</name>
1390	TOK	and		and\CC
1391	TOK	the		the\AT---6
##	TAG	<loc pos="JA">
1392	TOK	Caribbean		caribbean\JA
##	TAG	</loc>
1393	TOK	had		have\VMC----
1394	TOK	average		average\JA
1395	TOK	shares		share\N5P
1396	TOK	of		of\P
##	TAG	<na type="function">
1397	TOK	20 - 25		noanat\W
##	TAG	</na>
1398	TOK	percent		percent\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1399	TOK	Integration	BOS	integration\N5S
1400	TOK	and		and\CC
1401	TOK	growth		growth\N5S
1402	TOK	go		go\VMF6R66
1403	TOK	hand		hand\N5S
---	DLI	-		=\DELIM
1404	TOK	in		in\P
---	DLI	-		=\DELIM
1405	TOK	hand	EOS	hand\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1407	TOK	The	BOS	the\AT---6
1408	TOK	high		high\JA
---	DLI	-		=\DELIM
1409	TOK	income		income\N5S
1410	TOK	countries		country\N5P
1411	TOK	and		and\CC
1412	TOK	fast		fast\JA
1413	TOK	integrators		integrator\N5P
1414	TOK	among		among\P
1415	TOK	the		the\AT---6
1416	TOK	developing		developing\JA
1417	TOK	countries		country\N5P
1418	TOK	achieved		achieve\VMC----
1419	TOK	median		median\N5S
##	TAG	<foreign lang="LA" pos="JA">
1420	TOK	per capita		per_capita\JA
##	TAG	</foreign>
##	TAG	<name>
1421	TOK	GDP		GDP\N46
##	TAG	</name>
1422	TOK	growth		growth\N5S
1423	TOK	of		of\P
1424	TOK	about		about\DGA7
##	TAG	<num>
1425	TOK	2		2\X
##	TAG	</num>
1426	TOK	percent		percent\N56
1427	TOK	a		a\AI---S
1428	TOK	year		year\N5S
1429	TOK	over		over\P
1430	TOK	the		the\AT---6
1431	TOK	past		past\JA
1432	TOK	decade		decade\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1433	TOK	Moreover	BOS	moreover\DGA7
---	DLD	,		=\DELIM
1434	TOK	the		the\AT---6
1435	TOK	experience		experience\N5S
1436	TOK	of		of\P
1437	TOK	the		the\AT---6
1438	TOK	fast		fast\JA
1439	TOK	integrators		integrator\N5P
1440	TOK	was		be\V6F-A66
1441	TOK	not		not\DGA7
1442	TOK	merely		merely\DGA7
1443	TOK	a		a\AI---S
1444	TOK	reflection		reflection\N5S
1445	TOK	of		of\P
1446	TOK	high		high\JA
---	DLI	-		=\DELIM
1447	TOK	growth		growth\N5S
##	TAG	<name>
1448	TOK	East Asian		East_Asian\N46
##	TAG	</name>
1449	TOK	countries		country\N5P
---	DLD	,		=\DELIM
1450	TOK	although		although\CS
1451	TOK	they		they\RPP3NN
1452	TOK	are		be\V6FDR66
1453	TOK	important		important\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1454	TOK	Excluding	BOS	exclude\VMG----
##	TAG	<name>
1455	TOK	East Asian		East_Asian\N46
##	TAG	</name>
1456	TOK	countries		country\N5P
---	DLD	,		=\DELIM
1457	TOK	fast		fast\JA
1458	TOK	integrators		integrator\N5P
1459	TOK	still		still\DGA7
1460	TOK	achieved		achieve\VMF6A66
1461	TOK	median		median\N5S
##	TAG	<foreign lang="LA" pos="JA">
1462	TOK	per capita		per_capita\JA
##	TAG	</foreign>
1463	TOK	growth		growth\N5S
1464	TOK	of		of\P
##	TAG	<num>
1465	TOK	1.5		1.5\X
##	TAG	</num>
1466	TOK	percent		percent\N56
1467	TOK	a		a\AI---S
1468	TOK	year		year\N5S
---	DLD	,		=\DELIM
1469	TOK	well		well\DGA7
1470	TOK	above		above\P
1471	TOK	the		the\AT---6
1472	TOK	other		other\JA
1473	TOK	classes		class\N5P
1474	TOK	of		of\P
1475	TOK	integrators		integrator\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1476	TOK	Median	BOS	median\N5S
1477	TOK	incomes		income\N5P
1478	TOK	fell		fall\VMF6A66
1479	TOK	among		among\P
1480	TOK	the		the\AT---6
1481	TOK	other		other\JA
1482	TOK	groups		group\N5P
1483	TOK	of		of\P
1484	TOK	integrators		integrator\N5P
---	DLD	,		=\DELIM
1485	TOK	with		with\P
1486	TOK	the		the\AT---6
1487	TOK	largest		large\JS
1488	TOK	declines		decline\N5P
1489	TOK	occurring		occur\VMG----
1490	TOK	among		among\P
1491	TOK	the		the\AT---6
1492	TOK	weak		weak\JA
1493	TOK	and		and\CC
1494	TOK	slow		slow\JA
1495	TOK	groups		group\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1496	TOK	There	BOS	there\DGA7
1497	TOK	was		be\V6F-A66
1498	TOK	also		also\DGA7
1499	TOK	a		a\AI---S
1500	TOK	strong		strong\JA
1501	TOK	association		association\N5S
1502	TOK	between		between\P
1503	TOK	growth		growth\N5S
1504	TOK	in		in\P
##	TAG	<na type="function">
1505	TOK	1984 - 93		noanat\W
##	TAG	</na>
1506	TOK	and		and\CC
1507	TOK	the		the\AT---6
1508	TOK	level		level\N5S
1509	TOK	of		of\P
1510	TOK	integration		integration\N5S
1511	TOK	prevailing		prevail\VMG----
1512	TOK	at		at\P
1513	TOK	the		the\AT---6
1514	TOK	beginning		beginning\N5S
1515	TOK	of		of\P
1516	TOK	the		the\AT---6
1517	TOK	period		period\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1518	TOK	Countries	BOS	country\N5P
1519	TOK	with		with\P
1520	TOK	better		good\JC
1521	TOK	integration		integration\N5S
1522	TOK	performance		performance\N5S
1523	TOK	enjoyed		enjoy\VMF6A66
1524	TOK	not		not\DGA7
1525	TOK	only		only\DGA7
1526	TOK	higher		high\JC
1527	TOK	but		but\CC
1528	TOK	also		also\DGA7
1529	TOK	more		more\DDC7
1530	TOK	stable		stable\JA
1531	TOK	growth		growth\N5S
---	DLD	:		=\DELIM
1532	TOK	the		the\AT---6
1533	TOK	median		median\N5S
1534	TOK	standard		standard\N5S
1535	TOK	deviation		deviation\N5S
1536	TOK	of		of\P
##	TAG	<foreign lang="LA" pos="JA">
1537	TOK	per capita		per_capita\JA
##	TAG	</foreign>
##	TAG	<name>
1538	TOK	GDP		GDP\N46
##	TAG	</name>
1539	TOK	growth		growth\N5S
1540	TOK	among		among\P
1541	TOK	fast		fast\JA
1542	TOK	integrators		integrator\N5P
1543	TOK	was		be\V6F-A66
1544	TOK	a		a\AI---S
1545	TOK	little		little\N5S
1546	TOK	over		over\P
1547	TOK	half		half\N5S
1548	TOK	as		as\CS
1549	TOK	high		high\JA
1550	TOK	as		as\CS
1551	TOK	among		among\P
1552	TOK	the		the\AT---6
1553	TOK	weak		weak\JA
1554	TOK	and		and\CC
1555	TOK	slow		slow\JA
1556	TOK	integrators		integrator\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1557	TOK	The	BOS	the\AT---6
1558	TOK	positive		positive\JA
1559	TOK	effect		effect\N5S
1560	TOK	of		of\P
1561	TOK	freer		free\JC
1562	TOK	trade		trade\N5S
1563	TOK	and		and\CC
1564	TOK	foreign		foreign\JA
1565	TOK	investment		investment\N5S
1566	TOK	on		on\P
1567	TOK	growth		growth\N5S
1568	TOK	is		be\V6FDRS3
1569	TOK	one		one\MCS
1570	TOK	factor		factor\N5S
1571	TOK	explaining		explain\VMG----
1572	TOK	the		the\AT---6
1573	TOK	relation		relation\N5S
1574	TOK	between		between\P
1575	TOK	integration		integration\N5S
1576	TOK	and		and\CC
1577	TOK	growth		growth\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1578	TOK	Simply	BOS	simply\DGA7
1579	TOK	put		put\VMF6R66
---	DLD	,		=\DELIM
1580	TOK	factors		factor\N5P
1581	TOK	such		such\RIS3N-
1582	TOK	as		as\P
1583	TOK	technology		technology\N5S
1584	TOK	transfer		transfer\N5S
1585	TOK	and		and\CC
1586	TOK	learning		learn\VMG----
---	DLD	,		=\DELIM
1587	TOK	improved		improve\VMC----
1588	TOK	resource		resource\N5S
1589	TOK	allocation		allocation\N5S
---	DLD	,		=\DELIM
1590	TOK	greater		great\JC
1591	TOK	competition		competition\N5S
---	DLD	,		=\DELIM
1592	TOK	and		and\CC
1593	TOK	access		access\N5S
1594	TOK	to		to\P
1595	TOK	foreign		foreign\JA
1596	TOK	capital		capital\N5S
1597	TOK	help		help\N5S
1598	TOK	countries		country\N5P
1599	TOK	grow		grow\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1600	TOK	But	BOS	but\CC
1601	TOK	this		this\RDS3N-
1602	TOK	is		be\V6FDRS3
1603	TOK	only		only\DGA7
1604	TOK	one		one\MCS
1605	TOK	part		part\N5S
1606	TOK	of		of\P
1607	TOK	the		the\AT---6
1608	TOK	interaction		interaction\N5S
1609	TOK	between		between\P
1610	TOK	integration		integration\N5S
1611	TOK	and		and\CC
1612	TOK	growth		growth\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1613	TOK	Growth	BOS	growth\N5S
1614	TOK	itself		itself\RXS3N-
1615	TOK	tends		tend\VMFDRS3
1616	TOK	to		to\P
1617	TOK	promote		promote\VMI----
1618	TOK	integration		integration\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1619	TOK	Imports	BOS	import\N5P
1620	TOK	rise		rise\VMF6R66
1621	TOK	faster		fast\JC
1622	TOK	than		than\CS
1623	TOK	incomes		income\N5P
1624	TOK	as		as\P
1625	TOK	consumers		consumer\N5P
1626	TOK	satisfy		satisfy\VMF6R66
1627	TOK	their		their\APP3N6
1628	TOK	desire		desire\N5S
1629	TOK	for		for\P
1630	TOK	diversity		diversity\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1631	TOK	The	BOS	the\AT---6
1632	TOK	rising		rising\JA
1633	TOK	returns		return\N5P
1634	TOK	to		to\P
1635	TOK	capital		capital\N5S
1636	TOK	associated		associate\VMC----
1637	TOK	with		with\P
1638	TOK	faster		fast\JC
1639	TOK	growth		growth\N5S
1640	TOK	raise		raise\VMF6R66
1641	TOK	developing		developing\JA
1642	TOK	country		country\N5S
1643	TOK	capital		capital\N5S
1644	TOK	goods		good\N5P
1645	TOK	imports		import\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1646	TOK	Fast	BOS	fast\JA
---	DLI	-		=\DELIM
1647	TOK	growing		growing\JA
1648	TOK	countries		country\N5P
1649	TOK	attract		attract\VMF6R66
1650	TOK	more		more\DDC7
##	TAG	<name>
1651	TOK	FDI		FDI\N46
##	TAG	</name>
1652	TOK	and		and\CC
1653	TOK	obtain		obtain\VMI----
1654	TOK	better		good\JC
1655	TOK	credit		credit\N5S
1656	TOK	terms		term\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1657	TOK	East	BOS	east\N5S
##	TAG	<name>
1658	TOK	Asia		Asia\N46
##	TAG	</name>
1659	TOK	most		most\DDS7
1660	TOK	clearly		clearly\DGA7
1661	TOK	illustrates		illustrate\VMFDRS3
1662	TOK	how		how\DGAW
1663	TOK	rapid		rapid\JA
1664	TOK	growth		growth\N5S
1665	TOK	tends		tend\VMFDRS3
1666	TOK	to		to\P
1667	TOK	project		project\N5S
1668	TOK	countries		country\N5P
1669	TOK	onto		onto\P
1670	TOK	regional		regional\JA
1671	TOK	and		and\CC
1672	TOK	world		world\N5S
1673	TOK	markets		market\N5P
1674	TOK	while		while\CS
1675	TOK	lack		lack\N5S
1676	TOK	of		of\P
1677	TOK	growth		growth\N5S
---	DLD	,		=\DELIM
1678	TOK	as		as\DGA7
1679	TOK	in		in\P
##	TAG	<name>
1680	TOK	Sub-Saharan Africa		Sub-Saharan_Africa\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1681	TOK	leads		lead\VMFDRS3
1682	TOK	to		to\P
1683	TOK	marginalization		marginalization\N5S
1684	TOK	in		in\P
1685	TOK	world		world\N5S
1686	TOK	goods		good\N5P
1687	TOK	and		and\CC
1688	TOK	capital		capital\JA
1689	TOK	markets		market\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1690	TOK	The	BOS	the\AT---6
1691	TOK	close		close\JA
1692	TOK	association		association\N5S
1693	TOK	between		between\P
1694	TOK	growth		growth\N5S
1695	TOK	and		and\CC
1696	TOK	the		the\AT---6
1697	TOK	speed		speed\N5S
1698	TOK	of		of\P
1699	TOK	integration		integration\N5S
1700	TOK	also		also\DGA7
1701	TOK	suggests		suggest\VMFDRS3
1702	TOK	that		that\CS
1703	TOK	both		both\RIP3N-
1704	TOK	are		be\V6FDR66
1705	TOK	likely		likely\JA
1706	TOK	to		to\P
1707	TOK	be		be\VMI----
1708	TOK	affected		affect\VMC----
1709	TOK	by		by\P
1710	TOK	a		a\AI---S
1711	TOK	number		number\N5S
1712	TOK	of		of\P
1713	TOK	common		common\JA
1714	TOK	factors		factor\N5P
---	DLD	,		=\DELIM
1715	TOK	including		including\P
1716	TOK	changes		change\N5P
1717	TOK	in		in\P
1718	TOK	the		the\AT---6
1719	TOK	external		external\JA
1720	TOK	environment		environment\N5S
---	DLD	,		=\DELIM
1721	TOK	the		the\AT---6
1722	TOK	evolution		evolution\N5S
1723	TOK	of		of\P
1724	TOK	the		the\AT---6
1725	TOK	institutional		institutional\JA
1726	TOK	setting		set\VMG----
---	DLD	,		=\DELIM
1727	TOK	and		and\CC
1728	TOK	the		the\AT---6
1729	TOK	policies		policy\N5P
1730	TOK	pursued		pursue\VMC----
1731	TOK	by		by\P
1732	TOK	governments		government\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1733	TOK	Policy	BOS	policy\N5S
1734	TOK	reforms		reform\N5P
1735	TOK	make		make\VMF6R66
1736	TOK	the		the\AT---6
1737	TOK	difference	EOS	difference\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1739	TOK	The	BOS	the\AT---6
1740	TOK	centrality		centrality\N5S
1741	TOK	of		of\P
1742	TOK	policy		policy\N5S
1743	TOK	reform		reform\N5S
1744	TOK	is		be\V6FDRS3
1745	TOK	illustrated		illustrate\VMC----
1746	TOK	by		by\P
1747	TOK	marked		mark\VMC----
1748	TOK	disparities		disparity\N5P
1749	TOK	evident		evident\JA
1750	TOK	not		not\DGA7
1751	TOK	just		just\DGA7
1752	TOK	between		between\P
1753	TOK	regions		region\N5P
---	DLD	,		=\DELIM
1754	TOK	but		but\CC
1755	TOK	within		within\P
1756	TOK	them		them\RPP3NA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1757	TOK	Indeed	BOS	indeed\DGA7
---	DLD	,		=\DELIM
1758	TOK	each		each\AG---S
1759	TOK	region		region\N5S
1760	TOK	has		have\V6FDRS3
1761	TOK	both		both\RIP3N-
1762	TOK	fast		fast\JA
1763	TOK	and		and\CC
1764	TOK	slow		slow\VMF6R66
---	DLI	-		=\DELIM
1765	TOK	integrating		integrate\VMG----
1766	TOK	countries		country\N5P
---	DLD	,		=\DELIM
1767	TOK	and		and\CC
1768	TOK	while		while\CS
1769	TOK	this		this\RDS3N-
1770	TOK	does		do\V6FDRS3
1771	TOK	not		not\DGA7
1772	TOK	mean		mean\JA
1773	TOK	that		that\CS
1774	TOK	all		all\AG---6
1775	TOK	regions		region\N5P
1776	TOK	face		face\VMF6R66
1777	TOK	similar		similar\JA
1778	TOK	challenges		challenge\N5P
1779	TOK	to		to\P
1780	TOK	openness		openness\N5S
---	DLD	,		=\DELIM
1781	TOK	it		it\RPS3N6
1782	TOK	does		do\V6FDRS3
1783	TOK	highlight		highlight\VMI----
1784	TOK	the		the\AT---6
1785	TOK	powerful		powerful\JA
1786	TOK	effects		effect\N5P
1787	TOK	of		of\P
1788	TOK	sound		sound\JA
1789	TOK	national		national\JA
1790	TOK	policy		policy\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1791	TOK	Policy	BOS	policy\N5S
1792	TOK	reforms		reform\N5P
1793	TOK	designed		design\VMC----
1794	TOK	to		to\P
1795	TOK	increase		increase\VMI----
1796	TOK	growth		growth\N5S
1797	TOK	and		and\CC
1798	TOK	stability		stability\N5S
1799	TOK	are		be\V6FDR66
1800	TOK	likely		likely\JA
1801	TOK	to		to\P
1802	TOK	influence		influence\VMI----
1803	TOK	a		a\AI---S
1804	TOK	country		country\N5S
1805	PGR	's		genmark\GENMARK
1806	TOK	speed		speed\N5S
1807	TOK	of		of\P
1808	TOK	integration		integration\N5S
1809	TOK	both		both\RIP3N-
1810	TOK	directly		directly\DGA7
1811	TOK	and		and\CC
1812	TOK	through		through\P
1813	TOK	their		their\APP3N6
1814	TOK	effect		effect\N5S
1815	TOK	on		on\P
1816	TOK	growth		growth\N5S
---	DLD	,		=\DELIM
1817	TOK	which		which\RW63N-
---	DLD	,		=\DELIM
1818	TOK	as		as\DGA7
1819	TOK	noted		note\VMC----
1820	TOK	above		above\P
---	DLD	,		=\DELIM
1821	TOK	also		also\DGA7
1822	TOK	helps		help\VMFDRS3
1823	TOK	promote		promote\VMI----
1824	TOK	integration		integration\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<num>
1825	TOK	Three	BOS	Three\X
##	TAG	</num>
1826	TOK	types		type\N5P
1827	TOK	of		of\P
1828	TOK	policies		policy\N5P
1829	TOK	affect		affect\VMF6R66
1830	TOK	the		the\AT---6
1831	TOK	speed		speed\N5S
1832	TOK	of		of\P
1833	TOK	integration		integration\N5S
1834	TOK	relatively		relatively\DGA7
1835	TOK	quickly		quickly\DGA7
---	DLD	:		=\DELIM
1836	TOK	those		that\RDP3N-
##	TAG	<loc pos="P">
1837	TOK	relating to		relating_to\P
##	TAG	</loc>
1838	TOK	macroeconomic		macroeconomic\JA
1839	TOK	policy		policy\N5S
---	DLD	,		=\DELIM
1840	TOK	telecommunications		telecommunication\N5P
1841	TOK	and		and\CC
1842	TOK	transport		transport\N5S
1843	TOK	infrastructure		infrastructure\N5S
---	DLD	,		=\DELIM
1844	TOK	and		and\CC
1845	TOK	trade		trade\N5S
1846	TOK	regimes		regime\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1847	TOK	Macroeconomic	BOS	macroeconomic\JA
1848	TOK	policy		policy\N5S
1849	TOK	affects		affect\VMFDRS3
1850	TOK	integration		integration\N5S
1851	TOK	through		through\P
1852	TOK	the		the\AT---6
1853	TOK	impact		impact\N5S
1854	TOK	of		of\P
1855	TOK	macroeconomic		macroeconomic\JA
1856	TOK	instability		instability\N5S
1857	TOK	on		on\P
##	TAG	<name>
1858	TOK	FDI		FDI\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1859	TOK	other		other\JA
1860	TOK	foreign		foreign\JA
1861	TOK	capital		capital\N5S
1862	TOK	inflows		inflow\N5P
---	DLD	,		=\DELIM
1863	TOK	and		and\CC
1864	TOK	investment		investment\N5S
1865	TOK	in		in\P
1866	TOK	the		the\AT---6
1867	TOK	export		export\N5S
1868	TOK	sector		sector\N5S
1869	TOK	of		of\P
1870	TOK	the		the\AT---6
1871	TOK	economy		economy\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1872	TOK	Macroeconomic	BOS	macroeconomic\JA
1873	TOK	volatility		volatility\N5S
1874	TOK	is		be\V6FDRS3
1875	TOK	estimated		estimate\VMC----
1876	TOK	to		to\P
1877	TOK	have		have\VMI----
1878	TOK	reduced		reduce\VMC----
1879	TOK	developing		developing\JA
1880	TOK	country		country\N5S
1881	TOK	growth		growth\N5S
1882	TOK	in		in\P
##	TAG	<na type="function">
1883	TOK	1960 - 90		noanat\W
##	TAG	</na>
1884	TOK	by		by\P
1885	TOK	as		as\CS
1886	TOK	much		much\DGA7
1887	TOK	as		as\P
##	TAG	<num>
1888	TOK	0.9		0.9\X
##	TAG	</num>
1889	TOK	percentage		percentage\N5S
1890	TOK	point		point\VMF6R66
1891	TOK	a		a\AI---S
1892	TOK	year		year\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1893	TOK	Volatility	BOS	volatility\N5S
1894	TOK	is		be\V6FDRS3
1895	TOK	especially		especially\DGA7
1896	TOK	likely		likely\JA
1897	TOK	to		to\P
1898	TOK	discourage		discourage\VMI----
1899	TOK	foreign		foreign\JA
1900	TOK	investors		investor\N5P
---	DLD	,		=\DELIM
1901	TOK	who		who\RW63N-
1902	TOK	know		know\VMF6R66
1903	TOK	less		less\DDC7
1904	TOK	about		about\DGA7
1905	TOK	the		the\AT---6
1906	TOK	country		country\N5S
1907	TOK	than		than\CS
1908	TOK	domestic		domestic\JA
1909	TOK	investors		investor\N5P
---	DLD	,		=\DELIM
1910	TOK	have		have\VMI----
1911	TOK	greater		great\JC
1912	TOK	choice		choice\N5S
1913	TOK	in		in\P
1914	TOK	pursuing		pursue\VMG----
1915	TOK	alternate		alternate\JA
1916	TOK	opportunities		opportunity\N5P
1917	TOK	outside		outside\P
1918	TOK	the		the\AT---6
1919	TOK	country		country\N5S
---	DLD	,		=\DELIM
1920	TOK	and		and\CC
1921	TOK	are		be\V6FDR66
1922	TOK	likely		likely\JA
1923	TOK	to		to\P
1924	TOK	attach		attach\VMI----
1925	TOK	a		a\AI---S
1926	TOK	higher		high\JC
1927	TOK	risk		risk\N5S
1928	TOK	premium		premium\N5S
1929	TOK	to		to\P
1930	TOK	a		a\AI---S
1931	TOK	more		more\DDC7
1932	TOK	unstable		unstable\JA
1933	TOK	economy		economy\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1934	TOK	Countries	BOS	country\N5P
1935	TOK	that		that\RW63N6
1936	TOK	suffer		suffer\VMF6R66
1937	TOK	from		from\P
1938	TOK	higher		high\JC
1939	TOK	macroeconomic		macroeconomic\JA
1940	TOK	instability		instability\N5S
1941	TOK	tend		tend\VMF6R66
1942	TOK	to		to\P
1943	TOK	be		be\VMI----
1944	TOK	slower		slow\JC
1945	TOK	integrators		integrator\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1946	TOK	In	BOS	in\P
##	TAG	<na type="function">
1947	TOK	1984 - 93		noanat\W
##	TAG	</na>
---	DLE	,		=\DELIM
1948	TOK	median		median\N5S
1949	TOK	inflation		inflation\N5S
1950	TOK	rates		rate\N5P
1951	TOK	were		be\V6F-A66
##	TAG	<na type="function">
1952	TOK	7 - 11		noanat\W
##	TAG	</na>
1953	TOK	percentage		percentage\N5S
1954	TOK	points		point\VMFDRS3
1955	TOK	lower		low\JC
1956	TOK	in		in\P
1957	TOK	fast		fast\JA
1958	TOK	than		than\CS
1959	TOK	in		in\P
1960	TOK	weak		weak\JA
1961	TOK	and		and\CC
1962	TOK	slow		slow\JA
1963	TOK	integrators		integrator\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1964	TOK	Inflation	BOS	inflation\N5S
1965	TOK	volatility		volatility\N5S
1966	TOK	was		be\V6F-A66
1967	TOK	also		also\DGA7
1968	TOK	much		much\DGA7
1969	TOK	lower		low\JC
1970	TOK	among		among\P
1971	TOK	fast		fast\JA
1972	TOK	integrators		integrator\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1973	TOK	Slower	BOS	slow\JC
1974	TOK	integrators		integrator\N5P
1975	TOK	tend		tend\VMF6R66
1976	TOK	to		to\P
1977	TOK	have		have\VMI----
1978	TOK	higher		high\JC
1979	TOK	and		and\CC
1980	TOK	more		more\DDC7
1981	TOK	volatile		volatile\JA
1982	TOK	fiscal		fiscal\JA
1983	TOK	deficits		deficit\N5P
1984	TOK	and		and\CC
1985	TOK	to		to\P
1986	TOK	shrink		shrink\VMI----
1987	TOK	their		their\APP3N6
1988	TOK	deficits		deficit\N5P
1989	TOK	at		at\P
1990	TOK	a		a\AI---S
1991	TOK	slower		slow\JC
1992	TOK	rate		rate\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1993	TOK	And	BOS	and\CC
1994	TOK	countries		country\N5P
1995	TOK	undertaking		undertake\VMG----
1996	TOK	stabilization		stabilization\N5S
1997	TOK	after		after\P
1998	TOK	severe		severe\JA
1999	TOK	macroeconomic		macroeconomic\JA
2000	TOK	crises		crisis\N5P
2001	TOK	often		often\DGA7
2002	TOK	use		use\VMF6R66
2003	TOK	the		the\AT---6
2004	TOK	opportunity		opportunity\N5S
2005	TOK	to		to\P
2006	TOK	open		open\VMI----
2007	TOK	their		their\APP3N6
2008	TOK	economies		economy\N5P
---	DLI	-		=\DELIM
---	DLI	-		=\DELIM
---	DLI	-		=\DELIM
2009	TOK	because		because\CS
2010	TOK	it		it\RPS3N6
2011	TOK	is		be\V6FDRS3
2012	TOK	easier		easy\JC
2013	TOK	to		to\P
2014	TOK	gain		gain\VMI----
2015	TOK	political		political\JA
2016	TOK	support		support\N5S
2017	TOK	to		to\P
2018	TOK	do		do\VMI----
2019	TOK	so		so\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
2020	TOK	The	BOS	the\AT---6
2021	TOK	second		second\MOS
2022	TOK	policy		policy\N5S
2023	TOK	area		area\N5S
2024	TOK	affecting		affect\VMG----
2025	TOK	the		the\AT---6
2026	TOK	pace		pace\N5S
2027	TOK	of		of\P
2028	TOK	integration		integration\N5S
2029	TOK	is		be\V6FDRS3
2030	TOK	the		the\AT---6
2031	TOK	availability		availability\N5S
2032	TOK	and		and\CC
2033	TOK	proper		proper\JA
2034	TOK	maintenance		maintenance\N5S
2035	TOK	of		of\P
2036	TOK	adequate		adequate\JA
2037	TOK	economic		economic\JA
2038	TOK	infrastructure		infrastructure\N5S
---	DLD	,		=\DELIM
2039	TOK	in		in\P
2040	TOK	particular		particular\JA
2041	TOK	telecommunications		telecommunication\N5P
2042	TOK	and		and\CC
2043	TOK	transport		transport\N5S
2044	TOK	facilities		facility\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
2045	TOK	High	BOS	high\JA
---	DLI	-		=\DELIM
2046	TOK	quality		quality\N5S
2047	TOK	communications		communication\N5P
2048	TOK	are		be\V6FDR66
2049	TOK	essential		essential\JA
2050	TOK	for		for\P
