##	TAG	<div1>
##	TAG	<head>
1	TOK	Autosomal	BOS	autosomal\JA
1418	TOK	1/2		noanat\W
##	TAG	</na>
1419	TOK	x		x\N5S
##	TAG	<na type="function">
1420	TOK	1/2		noanat\W
##	TAG	</na>
---	DLE	,		=\DELIM
1421	TOK	or		or\CC
##	TAG	<na type="function">
1422	TOK	1/4		noanat\W
##	TAG	</na>
---	DLE	)		=\DELIM
1423	TOK	or		or\CC
1424	TOK	the		the\AT---6
1425	TOK	probability		probability\N5S
1426	TOK	of		of\P
1427	TOK	getting		get\VMG----
##	TAG	<num>
1428	TOK	two		two\X
##	TAG	</num>
1429	TOK	tails		tail\N5P
1430	TOK	in		in\P
1431	TOK	a		a\AI---S
1432	TOK	row		row\N5S
---	DLE	(		=\DELIM
##	TAG	<na type="function">
1433	TOK	1/4		noanat\W
##	TAG	</na>
---	DLE	)		=\DELIM
1434	TOK	is		be\V6FDRS3
1435	TOK	given		give\VMC----
1436	TOK	by		by\P
1437	TOK	adding		add\VMG----
1438	TOK	the		the\AT---6
##	TAG	<num>
1439	TOK	two		two\X
##	TAG	</num>
1440	TOK	probabilities		probability\N5P
1441	TOK	together		together\DGA7
---	DLD	:		=\DELIM
##	TAG	<na type="equation">
1442	TOK	1/4 + 1/4 = 1/2		noanat\W
##	TAG	</na>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1443	TOK	As	BOS	as\P
1444	TOK	another		another\JA
1445	TOK	example		example\N5S
---	DLD	,		=\DELIM
1446	TOK	imagine		imagine\VMF6R66
1447	TOK	that		that\CS
1448	TOK	a		a\AI---S
1449	TOK	couple		couple\N5S
1450	TOK	plans		plan\N5P
1451	TOK	to		to\P
1452	TOK	have		have\VMI----
##	TAG	<num>
1453	TOK	three		three\X
##	TAG	</num>
1454	TOK	children		child\N5P
---	DLD	,		=\DELIM
1455	TOK	and		and\CC
1456	TOK	they		they\RPP3NN
1457	TOK	have		have\V6F6R66
1458	TOK	a		a\AI---S
1459	TOK	strong		strong\JA
1460	TOK	aversion		aversion\N5S
1461	TOK	to		to\P
1462	TOK	having		have\VMG----
##	TAG	<num>
1463	TOK	three		three\X
##	TAG	</num>
1464	TOK	children		child\N5P
1465	TOK	all		all\DGA7
1466	TOK	of		of\P
1467	TOK	the		the\AT---6
1468	TOK	same		same\JA
1469	TOK	sex		sex\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1470	TOK	They	BOS	they\RPP3NN
1471	TOK	can		can\VOFDR66
1472	TOK	be		be\VMI----
1473	TOK	reassured		reassure\VMC----
1474	TOK	somewhat		somewhat\DGA7
1475	TOK	by		by\P
1476	TOK	knowing		know\VMG----
1477	TOK	that		that\CS
1478	TOK	the		the\AT---6
1479	TOK	probability		probability\N5S
1480	TOK	of		of\P
1481	TOK	producing		produce\VMG----
##	TAG	<num>
1482	TOK	three		three\X
##	TAG	</num>
1483	TOK	girls		girl\N5P
---	DLE	(		=\DELIM
##	TAG	<na type="function">
1484	TOK	1/8		noanat\W
##	TAG	</na>
---	DLE	)		=\DELIM
1485	TOK	or		or\CC
##	TAG	<num>
1486	TOK	three		three\X
##	TAG	</num>
1487	TOK	boys		boy\N5P
---	DLE	(		=\DELIM
##	TAG	<na type="function">
1488	TOK	1/8		noanat\W
##	TAG	</na>
---	DLE	)		=\DELIM
1489	TOK	is		be\V6FDRS3
1490	TOK	only		only\DGA7
##	TAG	<na type="function">
1491	TOK	1/4		noanat\W
##	TAG	</na>
---	DLE	(		=\DELIM
##	TAG	<na type="function">
1492	TOK	1/8		noanat\W
##	TAG	</na>
1493	TOK	+		plus\N5S
##	TAG	<na type="function">
1494	TOK	1/8		noanat\W
##	TAG	</na>
---	DLE	)		=\DELIM
1495	TOK	The		The\N5S
1496	TOK	probability		probability\N5S
1497	TOK	that		that\CS
1498	TOK	they		they\RPP3NN
1499	TOK	will		will\VOFDR66
1500	TOK	have		have\VMI----
1501	TOK	some		some\AG---6
1502	TOK	combination		combination\N5S
1503	TOK	of		of\P
1504	TOK	boys		boy\N5P
1505	TOK	and		and\CC
1506	TOK	girls		girl\N5P
1507	TOK	is		be\V6FDRS3
1508	TOK	thus		thus\DGA7
##	TAG	<na type="function">
1509	TOK	3/4		noanat\W
##	TAG	</na>
1510	TOK	because		because\CS
1511	TOK	the		the\AT---6
1512	TOK	sum		sum\N5S
1513	TOK	of		of\P
1514	TOK	the		the\AT---6
1515	TOK	probabilities		probability\N5P
1516	TOK	of		of\P
1517	TOK	all		all\AG---6
1518	TOK	possible		possible\JA
1519	TOK	outcomes		outcome\N5P
1520	TOK	must		must\VOFDR66
1521	TOK	add		add\VMI----
1522	TOK	to		to\P
##	TAG	<num>
1523	TOK	1		1\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1524	TOK	Basic	BOS	basic\JA
1525	TOK	probability		probability\N5S
1526	TOK	enables		enable\VMFDRS3
1527	TOK	us		us\RPP1NA
1528	TOK	to		to\P
1529	TOK	understand		understand\VMI----
1530	TOK	and		and\CC
1531	TOK	estimate		estimate\VMI----
1532	TOK	genetic		genetic\JA
1533	TOK	risks		risk\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1534	TOK	The	BOS	the\AT---6
1535	TOK	multiplication		multiplication\N5S
1536	TOK	rule		rule\N5S
1537	TOK	is		be\V6FDRS3
1538	TOK	used		use\VMC----
1539	TOK	to		to\P
1540	TOK	estimate		estimate\VMI----
1541	TOK	the		the\AT---6
1542	TOK	probability		probability\N5S
1543	TOK	that		that\RW63N6
##	TAG	<num>
1544	TOK	two		two\X
##	TAG	</num>
1545	TOK	events		event\N5P
1546	TOK	will		will\VOFDR66
1547	TOK	occur		occur\VMI----
1548	TOK	together		together\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1549	TOK	The	BOS	the\AT---6
1550	TOK	addition		addition\N5S
1551	TOK	rule		rule\N5S
1552	TOK	is		be\V6FDRS3
1553	TOK	used		use\VMC----
1554	TOK	to		to\P
1555	TOK	estimate		estimate\VMI----
1556	TOK	the		the\AT---6
1557	TOK	probability		probability\N5S
1558	TOK	that		that\CS
1559	TOK	one		one\MCS
1560	TOK	event		event\N5S
1561	TOK	or		or\CC
1562	TOK	another		another\JA
1563	TOK	occurs		occur\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1564	TOK	Gene	BOS	gene\N5S
1565	TOK	and		and\CC
##	TAG	<name>
1566	TOK	Genotype Frequencies	EOS	Genotype_Frequencies\N46
##	TAG	</name>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1568	TOK	The	BOS	the\AT---6
1569	TOK	prevalence		prevalence\N5S
1570	TOK	of		of\P
1571	TOK	many		many\AI---P
1572	TOK	genetic		genetic\JA
1573	TOK	diseases		disease\N5P
1574	TOK	can		can\VOFDR66
1575	TOK	vary		vary\VMI----
1576	TOK	considerably		considerably\DGA7
1577	TOK	from		from\P
1578	TOK	one		one\MCS
1579	TOK	population		population\N5S
1580	TOK	to		to\P
1581	TOK	another		another\RIS3N-
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<loc pos="DGA7">
1582	TOK	For example	BOS	For_example\DGA7
##	TAG	</loc>
---	DLE	,		=\DELIM
1583	TOK	cystic		cystic\JA
1584	TOK	fibrosis		fibrosis\N5S
---	DLE	(		=\DELIM
##	TAG	<name pos="N46" expansion="cystic fibrosis">
1585	TOK	CF		CF\N46
##	TAG	</name>
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
1586	TOK	a		a\AI---S
1587	TOK	severe		severe\JA
1588	TOK	respiratory		respiratory\JA
1589	TOK	disorder		disorder\N5S
---	DLE	(		=\DELIM
1590	TOK	see		see\VMF6R66
##	TAG	<name>
1591	TOK	Clinical Commentary		Clinical_Commentary\N46
##	TAG	</name>
##	TAG	<na type="function">
1592	TOK	4-1		noanat\W
##	TAG	</na>
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
1593	TOK	is		be\V6FDRS3
1594	TOK	common		common\JA
1595	TOK	among		among\P
1596	TOK	whites		white\N5P
---	DLD	,		=\DELIM
1597	TOK	affecting		affect\VMG----
1598	TOK	approximately		approximately\DGA7
##	TAG	<num>
1599	TOK	1		1\X
##	TAG	</num>
1600	TOK	in		in\P
##	TAG	<num>
1601	TOK	2500		2500\X
##	TAG	</num>
1602	TOK	births		birth\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1603	TOK	It	BOS	it\RPS3N6
1604	TOK	is		be\V6FDRS3
1605	TOK	rare		rare\JA
1606	TOK	in		in\P
##	TAG	<loc pos="JA">
1607	TOK	Asian		asian\JA
##	TAG	</loc>
1608	TOK	populations		population\N5P
---	DLD	,		=\DELIM
1609	TOK	affecting		affect\VMG----
1610	TOK	only		only\DGA7
##	TAG	<num>
1611	TOK	1		1\X
##	TAG	</num>
1612	TOK	in		in\P
##	TAG	<num>
1613	TOK	90,000		90,000\X
##	TAG	</num>
1614	TOK	births		birth\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1615	TOK	As	BOS	as\DGA7
1616	TOK	discussed		discuss\VMC----
1617	TOK	in		in\P
##	TAG	<name>
1618	TOK	Chapter		Chapter\N46
##	TAG	</name>
##	TAG	<num>
1619	TOK	3		3\X
##	TAG	</num>
---	DLE	,		=\DELIM
1620	TOK	sickle		sickle\N5S
1621	TOK	cell		cell\N5S
1622	TOK	disease		disease\N5S
1623	TOK	is		be\V6FDRS3
1624	TOK	common		common\JA
1625	TOK	among		among\P
##	TAG	<name>
1626	TOK	African-Americans		African-Americans\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1627	TOK	affecting		affect\VMG----
1628	TOK	approximately		approximately\DGA7
##	TAG	<num>
1629	TOK	1		1\X
##	TAG	</num>
1630	TOK	in		in\P
##	TAG	<num>
1631	TOK	600		600\X
##	TAG	</num>
1632	TOK	births		birth\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1633	TOK	Yet	BOS	yet\DGA7
1634	TOK	it		it\RPS3N6
1635	TOK	is		be\V6FDRS3
1636	TOK	almost		almost\DGA7
1637	TOK	never		never\DGA7
1638	TOK	seen		see\VMC----
1639	TOK	among		among\P
1640	TOK	individuals		individual\N5P
1641	TOK	of		of\P
1642	TOK	northern		northern\JA
##	TAG	<loc pos="JA">
1643	TOK	European		european\JA
##	TAG	</loc>
1644	TOK	descent		descent\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1645	TOK	The	BOS	the\AT---6
1646	TOK	concepts		concept\N5P
1647	TOK	of		of\P
1648	TOK	genotype		genotype\N5S
1649	TOK	frequency		frequency\N5S
1650	TOK	and		and\CC
1651	TOK	gene		gene\N5S
1652	TOK	frequency		frequency\N5S
1653	TOK	help		help\VMF6R66
1654	TOK	us		us\RPP1NA
1655	TOK	to		to\P
1656	TOK	measure		measure\VMI----
1657	TOK	and		and\CC
1658	TOK	understand		understand\VMI----
1659	TOK	population		population\N5S
1660	TOK	variation		variation\N5S
1661	TOK	in		in\P
1662	TOK	disease		disease\N5S
1663	TOK	genes		gene\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1664	TOK	Imagine	BOS	imagine\VMF6R66
1665	TOK	that		that\CS
1666	TOK	we		we\RPP1NN
1667	TOK	have		have\V6F6R66
1668	TOK	typed		type\VMC----
##	TAG	<num>
1669	TOK	200		200\X
##	TAG	</num>
1670	TOK	individuals		individual\N5P
1671	TOK	in		in\P
1672	TOK	a		a\AI---S
1673	TOK	population		population\N5S
1674	TOK	for		for\P
1675	TOK	the		the\AT---6
##	TAG	<name>
1676	TOK	MN		MN\N46
##	TAG	</name>
1677	TOK	blood		blood\N5S
1678	TOK	group		group\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1679	TOK	This	BOS	this\AD---S
1680	TOK	blood		blood\N5S
1681	TOK	group		group\VMF6R66
---	DLD	,		=\DELIM
1682	TOK	which		which\RW63N-
1683	TOK	is		be\V6FDRS3
1684	TOK	encoded		encode\VMC----
1685	TOK	by		by\P
1686	TOK	a		a\AI---S
##	TAG	<foreign lang="LA" pos="N5S">
1687	TOK	locus		locus\N5S
##	TAG	</foreign>
1688	TOK	on		on\P
1689	TOK	chromosome		chromosome\N5S
##	TAG	<num>
1690	TOK	two		two\X
##	TAG	</num>
---	DLE	,		=\DELIM
1691	TOK	has		have\V6FDRS3
##	TAG	<num>
1692	TOK	two		two\X
##	TAG	</num>
1693	TOK	major		major\JA
1694	TOK	alleles		allele\N5P
---	DLD	,		=\DELIM
1695	TOK	labeled		label\VMC----
1696	TOK	M		M\N5P
1697	TOK	and		and\CC
1698	TOK	N		N\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1699	TOK	This	BOS	this\RDS3N-
1700	TOK	is		be\V6FDRS3
1701	TOK	a		a\AI---S
1702	TOK	system		system\N5S
1703	TOK	in		in\P
1704	TOK	which		which\RW63N-
1705	TOK	the		the\AT---6
1706	TOK	effects		effect\N5P
1707	TOK	of		of\P
1708	TOK	both		both\RIP3N-
1709	TOK	alleles		allele\N5P
1710	TOK	can		can\VOFDR66
1711	TOK	be		be\VMI----
1712	TOK	observed		observe\VMC----
1713	TOK	in		in\P
1714	TOK	the		the\AT---6
1715	TOK	heterozygote		heterozygote\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1716	TOK	M	BOS	m\N5S
1717	TOK	and		and\CC
1718	TOK	N		N\N5P
1719	TOK	are		be\V6FDR66
1720	TOK	thus		thus\DGA7
1721	TOK	said		say\VMC----
1722	TOK	to		to\P
1723	TOK	be		be\VMI----
1724	TOK	codominant		codominant\JA
---	DLD	;		=\DELIM
1725	TOK	the		the\AT---6
1726	TOK	heterozygote		heterozygote\N5S
1727	TOK	can		can\VOFDR66
1728	TOK	be		be\VMI----
1729	TOK	distinguished		distinguish\VMC----
1730	TOK	from		from\P
1731	TOK	both		both\RIP3N-
1732	TOK	homozygotes		homozygote\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1733	TOK	Any	BOS	any\AG---6
1734	TOK	individual		individual\JA
1735	TOK	in		in\P
1736	TOK	the		the\AT---6
1737	TOK	population		population\N5S
1738	TOK	can		can\VOFDR66
1739	TOK	have		have\VMI----
1740	TOK	one		one\MCS
1741	TOK	of		of\P
##	TAG	<num>
1742	TOK	three		three\X
##	TAG	</num>
1743	TOK	possible		possible\JA
1744	TOK	genotypes		genotype\N5P
---	DLE	(		=\DELIM
1745	TOK	recall		recall\N5S
1746	TOK	from		from\P
##	TAG	<name>
1747	TOK	Chapter		Chapter\N46
##	TAG	</name>
##	TAG	<num>
1748	TOK	3		3\X
##	TAG	</num>
1749	TOK	that		that\CS
1750	TOK	the		the\AT---6
1751	TOK	genotype		genotype\N5S
1752	TOK	is		be\V6FDRS3
1753	TOK	one		one\RIS3N-
1754	PGR	's		genmark\GENMARK
1755	TOK	genetic		genetic\JA
1756	TOK	makeup		makeup\N5S
1757	TOK	at		at\P
1758	TOK	a		a\AI---S
1759	TOK	locus		locus\N5S
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1760	TOK	The	BOS	the\AT---6
1761	TOK	individual		individual\N5S
1762	TOK	could		can\VOFDA66
1763	TOK	be		be\VMI----
1764	TOK	homozygous		homozygous\JA
1765	TOK	for		for\P
1766	TOK	M		M\N5P
---	DLE	(		=\DELIM
1767	TOK	genotype		genotype\N5S
##	TAG	<num>
1768	TOK	MM		MM\X
##	TAG	</num>
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
1769	TOK	heterozygous		heterozygous\JA
---	DLE	(		=\DELIM
##	TAG	<name>
1770	TOK	MN		MN\N46
##	TAG	</name>
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
1771	TOK	or		or\CC
1772	TOK	homozygous		homozygous\JA
1773	TOK	for		for\P
1774	TOK	N		N\N5P
---	DLE	(		=\DELIM
##	TAG	<name>
1775	TOK	NN		NN\N46
##	TAG	</name>
---	DLE	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1777	TOK	After	BOS	after\P
1778	TOK	typing		typing\N5S
1779	TOK	each		each\AG---S
1780	TOK	person		person\N5S
1781	TOK	in		in\P
1782	TOK	our		our\APP1N6
1783	TOK	sample		sample\JA
---	DLD	,		=\DELIM
1784	TOK	we		we\RPP1NN
1785	TOK	find		find\VMF6R66
1786	TOK	the		the\AT---6
1787	TOK	following		following\JA
1788	TOK	distribution		distribution\N5S
1789	TOK	of		of\P
1790	TOK	genotypes		genotype\N5P
---	DLD	:	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<num>
1791	TOK	MM	BOS	MM\X
##	TAG	</num>
---	DLE	,		=\DELIM
##	TAG	<num>
1792	TOK	64		64\X
##	TAG	</num>
---	DLD	;		=\DELIM
1793	TOK	MN		MN\N5P
---	DLE	,		=\DELIM
##	TAG	<num>
1794	TOK	120		120\X
##	TAG	</num>
---	DLD	;		=\DELIM
1795	TOK	NN		NN\N5S
##	TAG	<num>
1796	TOK	16		16\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1797	TOK	Then	BOS	then\DGA7
1798	TOK	the		the\AT---6
1799	TOK	genotype		genotype\N5S
1800	TOK	frequency		frequency\N5S
1801	TOK	is		be\V6FDRS3
1802	TOK	obtained		obtain\VMC----
1803	TOK	simply		simply\DGA7
1804	TOK	by		by\P
1805	TOK	dividing		divide\VMG----
1806	TOK	each		each\AG---S
1807	TOK	genotype		genotype\N5S
1808	TOK	count		count\N5S
1809	TOK	by		by\P
1810	TOK	the		the\AT---6
1811	TOK	total		total\JA
1812	TOK	number		number\N5S
1813	TOK	of		of\P
1814	TOK	subjects		subject\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1815	TOK	The	BOS	the\AT---6
1816	TOK	frequency		frequency\N5S
1817	TOK	of		of\P
##	TAG	<num>
1818	TOK	MM		MM\X
##	TAG	</num>
1819	TOK	is		be\V6FDRS3
##	TAG	<na type="function">
1820	TOK	64/200		noanat\W
##	TAG	</na>
---	DLE	(		=\DELIM
---	DLD	=		=\DELIM
##	TAG	<num>
1821	TOK	0.32		0.32\X
##	TAG	</num>
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
1822	TOK	the		the\AT---6
1823	TOK	frequency		frequency\N5S
1824	TOK	of		of\P
##	TAG	<name>
1825	TOK	MN		MN\N46
##	TAG	</name>
1826	TOK	is		be\V6FDRS3
##	TAG	<na type="function">
1827	TOK	120/200		noanat\W
##	TAG	</na>
---	DLE	(		=\DELIM
---	DLD	=		=\DELIM
##	TAG	<num>
1828	TOK	0.60		0.60\X
##	TAG	</num>
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
1829	TOK	and		and\CC
1830	TOK	the		the\AT---6
1831	TOK	frequency		frequency\N5S
1832	TOK	of		of\P
##	TAG	<name>
1833	TOK	NN		NN\N46
##	TAG	</name>
1834	TOK	is		be\V6FDRS3
##	TAG	<na type="function">
1835	TOK	16/200		noanat\W
##	TAG	</na>
---	DLE	(		=\DELIM
---	DLD	=		=\DELIM
##	TAG	<num>
1836	TOK	0.08		0.08\X
##	TAG	</num>
---	DLE	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1838	TOK	The	BOS	the\AT---6
1839	TOK	sum		sum\N5S
1840	TOK	of		of\P
1841	TOK	these		this\AD---P
1842	TOK	frequencies		frequency\N5P
1843	TOK	must		must\VOFDR66
---	DLD	,		=\DELIM
##	TAG	<loc pos="DGA7">
1844	TOK	of course		of_course\DGA7
##	TAG	</loc>
---	DLE	,		=\DELIM
1845	TOK	equal		equal\JA
1846	TOK	one		one\RIS3N-
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1847	TOK	The	BOS	the\AT---6
1848	TOK	gene		gene\N5S
1849	TOK	frequency		frequency\N5S
1850	TOK	for		for\P
1851	TOK	each		each\AG---S
1852	TOK	allele		allele\N5S
---	DLD	,		=\DELIM
1853	TOK	M		M\N5P
1854	TOK	and		and\CC
1855	TOK	N		N\N5P
---	DLE	,		=\DELIM
1856	TOK	can		can\VOFDR66
1857	TOK	be		be\VMI----
1858	TOK	obtained		obtain\VMC----
1859	TOK	here		here\DGA7
1860	TOK	by		by\P
1861	TOK	the		the\AT---6
1862	TOK	process		process\N5S
1863	TOK	of		of\P
1864	TOK	gene		gene\N5S
1865	TOK	counting		count\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1866	TOK	Each	BOS	each\AG---S
##	TAG	<num>
1867	TOK	MM		MM\X
##	TAG	</num>
1868	TOK	homozygote		homozygote\N5S
1869	TOK	has		have\V6FDRS3
##	TAG	<num>
1870	TOK	two		two\X
##	TAG	</num>
1871	TOK	M		m\N5S
1872	TOK	alleles		allele\N5P
---	DLD	,		=\DELIM
1873	TOK	whereas		whereas\CS
1874	TOK	each		each\AG---S
1875	TOK	heterozygote		heterozygote\N5S
1876	TOK	has		have\V6FDRS3
1877	TOK	one		one\MCS
1878	TOK	M		m\N5S
1879	TOK	allele		allele\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1880	TOK	Similarly	BOS	similarly\DGA7
---	DLD	,		=\DELIM
##	TAG	<name>
1881	TOK	NN		NN\N46
##	TAG	</name>
1882	TOK	homozygotes		homozygote\N5P
1883	TOK	have		have\V6F6R66
##	TAG	<num>
1884	TOK	two		two\X
##	TAG	</num>
1885	TOK	N		n\N5S
1886	TOK	alleles		allele\N5P
---	DLD	,		=\DELIM
1887	TOK	and		and\CC
1888	TOK	heterozygotes		heterozygote\N5P
1889	TOK	have		have\V6F6R66
1890	TOK	one		one\MCS
1891	TOK	N		n\N5S
1892	TOK	allele		allele\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1893	TOK	In	BOS	in\P
1894	TOK	the		the\AT---6
1895	TOK	sample		sample\N5S
1896	TOK	measured		measure\VMC----
1897	TOK	here		here\DGA7
---	DLD	,		=\DELIM
1898	TOK	there		there\DGA7
1899	TOK	are		be\V6FDR66
---	DLD	:		=\DELIM
---	DLE	(		=\DELIM
##	TAG	<num>
1900	TOK	64		64\X
##	TAG	</num>
1901	TOK	xxx		noanat\W
##	TAG	<num>
1902	TOK	2		2\X
##	TAG	</num>
---	DLE	)		=\DELIM
1903	TOK	xxx		noanat\W
##	TAG	<num>
1904	TOK	120		120\X
##	TAG	</num>
1905	TOK	xxx		noanat\W
##	TAG	<num>
1906	TOK	248		248\X
##	TAG	</num>
##	TAG	<loc pos="N56">
1907	TOK	M		M\N56
##	TAG	</loc>
1908	TOK	genes		gene\N5P
---	DLE	(		=\DELIM
##	TAG	<num>
1909	TOK	16		16\X
##	TAG	</num>
##	TAG	<date pos="T" ISO8601="-10-02">
1910	TOK	x 2		x_2\T
##	TAG	</date>
---	DLE	)		=\DELIM
1911	TOK	xxx		noanat\W
##	TAG	<num>
1912	TOK	120		120\X
##	TAG	</num>
1913	TOK	xxx		noanat\W
##	TAG	<num>
1914	TOK	152		152\X
##	TAG	</num>
##	TAG	<loc pos="N56">
1915	TOK	N		N\N56
##	TAG	</loc>
1916	TOK	genes		gene\N5P
1917	TOK	In		In\N5P
1918	TOK	total		total\JA
---	DLD	,		=\DELIM
1919	TOK	there		there\DGA7
1920	TOK	are		be\V6FDR66
##	TAG	<num>
1921	TOK	400		400\X
##	TAG	</num>
1922	TOK	genes		gene\N5P
1923	TOK	at		at\P
1924	TOK	the		the\AT---6
##	TAG	<name>
1925	TOK	MN		MN\N46
##	TAG	</name>
##	TAG	<foreign lang="LA" pos="N5S">
1926	TOK	locus		locus\N5S
##	TAG	</foreign>
---	DLE	(		=\DELIM
##	TAG	<abbr>
1927	TOK	i.e.		i.e.\N5P
##	TAG	</abbr>
---	DLE	,		=\DELIM
1928	TOK	twice		twice\DGA7
1929	TOK	the		the\AT---6
1930	TOK	number		number\N5S
1931	TOK	of		of\P
1932	TOK	subjects		subject\N5P
---	DLD	,		=\DELIM
1933	TOK	because		because\CS
1934	TOK	each		each\RIS3N-
1935	TOK	has		have\V6FDRS3
##	TAG	<num>
1936	TOK	two		two\X
##	TAG	</num>
1937	TOK	alleles		allele\N5P
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1938	TOK	To	BOS	to\P
1939	TOK	obtain		obtain\VMI----
1940	TOK	the		the\AT---6
1941	TOK	frequency		frequency\N5S
1942	TOK	of		of\P
1943	TOK	M		M\N5P
---	DLE	,		=\DELIM
1944	TOK	we		we\RPP1NN
1945	TOK	then		then\DGA7
1946	TOK	take		take\VMF6R66
##	TAG	<na type="function">
1947	TOK	248/400		noanat\W
##	TAG	</na>
1948	TOK	xxx		noanat\W
##	TAG	<num>
1949	TOK	0.62		0.62\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1950	TOK	The	BOS	the\AT---6
1951	TOK	frequency		frequency\N5S
1952	TOK	of		of\P
1953	TOK	N		N\N5P
---	DLE	,		=\DELIM
##	TAG	<na type="function">
1954	TOK	152/400		noanat\W
##	TAG	</na>
---	DLE	,		=\DELIM
1955	TOK	is		be\V6FDRS3
##	TAG	<num>
1956	TOK	0.38		0.38\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1957	TOK	The	BOS	the\AT---6
1958	TOK	sum		sum\N5S
1959	TOK	of		of\P
1960	TOK	the		the\AT---6
##	TAG	<num>
1961	TOK	two		two\X
##	TAG	</num>
1962	TOK	frequencies		frequency\N5P
1963	TOK	must		must\VOFDR66
1964	TOK	equal		equal\VMI----
1965	TOK	one		one\MCS
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1966	TOK	Gene	BOS	gene\N5S
1967	TOK	and		and\CC
1968	TOK	genotype		genotype\N5S
1969	TOK	frequencies		frequency\N5P
1970	TOK	specify		specify\VMF6R66
1971	TOK	the		the\AT---6
1972	TOK	proportions		proportion\N5P
1973	TOK	of		of\P
1974	TOK	each		each\AG---S
1975	TOK	allele		allele\N5S
1976	TOK	and		and\CC
1977	TOK	each		each\AG---S
1978	TOK	genotype		genotype\N5S
---	DLD	,		=\DELIM
1979	TOK	respectively		respectively\DGA7
---	DLD	,		=\DELIM
1980	TOK	in		in\P
1981	TOK	a		a\AI---S
1982	TOK	population		population\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1983	TOK	Under	BOS	under\P
1984	TOK	simple		simple\JA
1985	TOK	conditions		condition\N5P
1986	TOK	these		this\AD---P
1987	TOK	frequencies		frequency\N5P
1988	TOK	can		can\VOFDR66
1989	TOK	be		be\VMI----
1990	TOK	estimated		estimate\VMC----
1991	TOK	by		by\P
1992	TOK	direct		direct\JA
1993	TOK	counting		count\VMG----
---	DLD	.	EOS	=\DELIM
