##	TAG	<div1>
##	TAG	<head>
##	TAG	<name>
1	TOK	PCR-based DNA	BOS	PCR-based_DNA\N46
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
4926	TOK	Once	BOS	once\DGA7
4927	TOK	suitable		suitable\JA
4928	TOK	regions		region\N5P
4929	TOK	have		have\V6F6R66
4930	TOK	been		be\VMC----
4931	TOK	identified		identify\VMC----
---	DLD	,		=\DELIM
4932	TOK	combinations		combination\N5P
4933	TOK	of		of\P
4934	TOK	oligonucleotides		oligonucleotide\N5P
4935	TOK	are		be\V6FDR66
4936	TOK	synthesized		synthesize\VMC----
4937	TOK	to		to\P
4938	TOK	correspond		correspond\VMI----
4939	TOK	to		to\P
4940	TOK	all		all\AG---6
4941	TOK	possible		possible\JA
4942	TOK	codon		codon\N5S
4943	TOK	permutations		permutation\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
4944	TOK	The	BOS	the\AT---6
4945	TOK	resulting		result\VMG----
4946	TOK	mix		mix\N5S
4947	TOK	of		of\P
4948	TOK	partially		partially\DGA7
4949	TOK	degenerate		degenerate\VMF6R66
4950	TOK	oligonucleotides		oligonucleotide\N5P
4951	TOK	is		be\V6FDRS3
4952	TOK	labeled		label\VMC----
4953	TOK	and		and\CC
4954	TOK	used		use\VMC----
4955	TOK	as		as\P
4956	TOK	a		a\AI---S
4957	TOK	probe		probe\N5S
4958	TOK	to		to\P
4959	TOK	screen		screen\N5S
4960	TOK	cDNA		cdna\N5S
4961	TOK	libraries		library\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
4962	TOK	As	BOS	as\P
4963	TOK	only		only\DGA7
4964	TOK	one		one\MCS
4965	TOK	of		of\P
4966	TOK	the		the\AT---6
4967	TOK	oligonucleotides		oligonucleotide\N5P
4968	TOK	in		in\P
4969	TOK	the		the\AT---6
4970	TOK	mix		mix\N5S
4971	TOK	will		will\VOFDR66
4972	TOK	correspond		correspond\VMI----
4973	TOK	to		to\P
4974	TOK	the		the\AT---6
4975	TOK	authentic		authentic\JA
4976	TOK	sequence		sequence\N5S
---	DLD	,		=\DELIM
4977	TOK	it		it\RPS3N6
4978	TOK	is		be\V6FDRS3
4979	TOK	important		important\JA
4980	TOK	to		to\P
4981	TOK	keep		keep\VMI----
4982	TOK	the		the\AT---6
4983	TOK	number		number\N5S
4984	TOK	of		of\P
4985	TOK	different		different\JA
4986	TOK	oligonucleotides		oligonucleotide\N5P
4987	TOK	low		low\JA
##	TAG	<loc pos="P">
4988	TOK	so as to		so_as_to\P
##	TAG	</loc>
4989	TOK	increase		increase\VMI----
4990	TOK	the		the\AT---6
4991	TOK	chance		chance\N5S
4992	TOK	of		of\P
4993	TOK	identifying		identify\VMG----
4994	TOK	the		the\AT---6
4995	TOK	correct		correct\JA
4996	TOK	target		target\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
4997	TOK	Once	BOS	once\DGA7
4998	TOK	a		a\AI---S
4999	TOK	suitable		suitable\JA
5000	TOK	cDNA		cdna\N5S
5001	TOK	clone		clone\N5S
5002	TOK	is		be\V6FDRS3
5003	TOK	isolated		isolate\VMF6A66
---	DLD	,		=\DELIM
5004	TOK	it		it\RPS3N6
5005	TOK	can		can\VOFDR66
5006	TOK	be		be\VMI----
5007	TOK	used		use\VMC----
5008	TOK	to		to\P
5009	TOK	screen		screen\VMI----
5010	TOK	a		a\AI---S
5011	TOK	genomic		genomic\JA
##	TAG	<name>
5012	TOK	DNA		DNA\N46
##	TAG	</name>
5013	TOK	library		library\N5S
##	TAG	<loc pos="P">
5014	TOK	in order to		in_order_to\P
##	TAG	</loc>
5015	TOK	isolate		isolate\VMI----
5016	TOK	genomic		genomic\JA
##	TAG	<name>
5017	TOK	DNA		DNA\N46
##	TAG	</name>
5018	TOK	clones		clone\N5P
5019	TOK	for		for\P
5020	TOK	full		full\JA
5021	TOK	characterization		characterization\N5S
5022	TOK	of		of\P
5023	TOK	the		the\AT---6
5024	TOK	gene		gene\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5025	TOK	Identification	BOS	identification\N5S
5026	TOK	of		of\P
5027	TOK	the		the\AT---6
5028	TOK	hemophilia		hemophilia\N5S
5029	TOK	A		a\N5S
5030	TOK	gene		gene\N5S
5031	TOK	illustrates		illustrate\VMFDRS3
5032	TOK	this		this\AD---S
5033	TOK	approach		approach\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5034	TOK	Biochemical	BOS	biochemical\JA
5035	TOK	analysis		analysis\N5S
5036	TOK	of		of\P
5037	TOK	serum		serum\N5S
5038	TOK	samples		sample\N5P
5039	TOK	from		from\P
5040	TOK	individuals		individual\N5P
5041	TOK	with		with\P
5042	TOK	hemophilia		hemophilia\N5S
5043	TOK	A		A\N5P
5044	TOK	had		have\V6F6A66
5045	TOK	previously		previously\DGA7
5046	TOK	established		establish\VMF6A66
5047	TOK	a		a\AI---S
5048	TOK	genetic		genetic\JA
5049	TOK	deficiency		deficiency\N5S
5050	TOK	of		of\P
5051	TOK	a		a\AI---S
5052	TOK	blood		blood\N5S
5053	TOK	clotting		clot\VMG----
5054	TOK	factor		factor\N5S
---	DLD	,		=\DELIM
5055	TOK	factor		factor\N5S
##	TAG	<num>
5056	TOK	VIII		VIII\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5057	TOK	Purification	BOS	purification\N5S
5058	TOK	of		of\P
5059	TOK	factor		factor\N5S
##	TAG	<num>
5060	TOK	VIII		VIII\X
##	TAG	</num>
5061	TOK	from		from\P
5062	TOK	plasma		plasma\N5S
5063	TOK	is		be\V6FDRS3
5064	TOK	not		not\DGA7
5065	TOK	straightforward		straightforward\JA
---	DLD	,		=\DELIM
5066	TOK	partly		partly\DGA7
5067	TOK	because		because\CS
5068	TOK	it		it\RPS3N6
5069	TOK	is		be\V6FDRS3
5070	TOK	present		present\JA
5071	TOK	in		in\P
5072	TOK	very		very\JA
5073	TOK	low		low\JA
5074	TOK	quantities		quantity\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5075	TOK	One	BOS	one\MCS
5076	TOK	approach		approach\N5S
5077	TOK	involved		involve\VMC----
5078	TOK	isolating		isolate\VMG----
5079	TOK	small		small\JA
5080	TOK	quantities		quantity\N5P
5081	TOK	of		of\P
5082	TOK	clotting		clot\VMG----
5083	TOK	factor		factor\N5S
##	TAG	<num>
5084	TOK	VIII		VIII\X
##	TAG	</num>
5085	TOK	from		from\P
5086	TOK	large		large\JA
5087	TOK	volumes		volume\N5P
5088	TOK	of		of\P
5089	TOK	pig		pig\N5S
5090	TOK	blood		blood\N5S
5091	TOK	by		by\P
5092	TOK	standard		standard\JA
5093	TOK	protein		protein\N5S
5094	TOK	purification		purification\N5S
5095	TOK	techniques		technique\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5096	TOK	The	BOS	the\AT---6
5097	TOK	purified		purify\VMC----
5098	TOK	product		product\N5S
5099	TOK	allowed		allow\VMF6A66
5100	TOK	the		the\AT---6
5101	TOK	production		production\N5S
5102	TOK	of		of\P
5103	TOK	gene		gene\N5S
---	DLI	-		=\DELIM
5104	TOK	specific		specific\JA
5105	TOK	oligonucleotide		oligonucleotide\N5S
5106	TOK	probes		probe\N5P
5107	TOK	for		for\P
5108	TOK	library		library\N5S
5109	TOK	screening		screen\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5110	TOK	Library	BOS	library\N5S
5111	TOK	screening		screening\N5S
5112	TOK	by		by\P
5113	TOK	hybridization		hybridization\N5S
5114	TOK	can		can\VOFDR66
5115	TOK	be		be\VMI----
5116	TOK	tedious		tedious\JA
5117	TOK	when		when\CS
5118	TOK	a		a\AI---S
5119	TOK	complex		complex\JA
5120	TOK	mixture		mixture\N5S
5121	TOK	of		of\P
5122	TOK	oligonucleotides		oligonucleotide\N5P
5123	TOK	is		be\V6FDRS3
5124	TOK	used		use\VMC----
---	DLD	,		=\DELIM
5125	TOK	because		because\CS
5126	TOK	the		the\AT---6
5127	TOK	results		result\N5P
5128	TOK	are		be\V6FDR66
5129	TOK	greatly		greatly\DGA7
5130	TOK	influenced		influence\VMC----
5131	TOK	by		by\P
5132	TOK	the		the\AT---6
5133	TOK	hybridization		hybridization\N5S
5134	TOK	conditions		condition\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5135	TOK	A	BOS	a\AI---S
5136	TOK	more		more\DDC7
5137	TOK	rapid		rapid\JA
5138	TOK	alternative		alternative\N5S
5139	TOK	is		be\V6FDRS3
5140	TOK	to		to\P
5141	TOK	use		use\N5S
5142	TOK	partially		partially\DGA7
5143	TOK	degenerate		degenerate\VMF6R66
5144	TOK	oligonucleotides		oligonucleotide\N5P
5145	TOK	as		as\P
##	TAG	<name>
5146	TOK	PCR		PCR\N46
##	TAG	</name>
5147	TOK	primers		primer\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5148	TOK	One	BOS	one\RIS3N-
5149	TOK	early		early\JA
5150	TOK	strategy		strategy\N5S
5151	TOK	was		be\V6F-A66
5152	TOK	to		to\P
5153	TOK	use		use\VMI----
##	TAG	<num>
5154	TOK	two		two\X
##	TAG	</num>
5155	TOK	such		such\JA
5156	TOK	sets		set\N5P
5157	TOK	corresponding		correspond\VMG----
5158	TOK	to		to\P
5159	TOK	amino		amino\N5S
5160	TOK	acid		acid\N5S
5161	TOK	sequences		sequence\N5P
5162	TOK	from		from\P
5163	TOK	different		different\JA
5164	TOK	regions		region\N5P
5165	TOK	of		of\P
5166	TOK	the		the\AT---6
5167	TOK	protein		protein\N5S
5168	TOK	as		as\P
5169	TOK	primers		primer\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5170	TOK	By	BOS	by\P
5171	TOK	using		use\VMG----
5172	TOK	total		total\JA
5173	TOK	cDNA		cdna\N5S
5174	TOK	from		from\P
5175	TOK	a		a\AI---S
5176	TOK	suitable		suitable\JA
5177	TOK	source		source\N5S
5178	TOK	as		as\P
5179	TOK	a		a\AI---S
5180	TOK	template		template\N5S
---	DLD	,		=\DELIM
5181	TOK	a		a\AI---S
5182	TOK	specific		specific\JA
5183	TOK	cDNA		cdna\N5S
5184	TOK	could		can\VOFDA66
5185	TOK	be		be\VMI----
5186	TOK	generated		generate\VMC----
5187	TOK	spanning		span\VMG----
5188	TOK	the		the\AT---6
5189	TOK	codons		codon\N5P
5190	TOK	from		from\P
5191	TOK	the		the\AT---6
##	TAG	<num>
5192	TOK	two		two\X
##	TAG	</num>
5193	TOK	different		different\JA
5194	TOK	regions		region\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5195	TOK	However	BOS	however\DGA7
---	DLD	,		=\DELIM
5196	TOK	this		this\AD---S
5197	TOK	approach		approach\N5S
5198	TOK	demands		demand\VMFDRS3
5199	TOK	considerable		considerable\JA
5200	TOK	prior		prior\JA
5201	TOK	information		information\N5S
5202	TOK	about		about\P
5203	TOK	the		the\AT---6
5204	TOK	sequence		sequence\N5S
5205	TOK	of		of\P
5206	TOK	the		the\AT---6
5207	TOK	protein		protein\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5208	TOK	A	BOS	a\AI---S
5209	TOK	more		more\DDC7
5210	TOK	convenient		convenient\JA
5211	TOK	alternative		alternative\N5S
5212	TOK	is		be\V6FDRS3
5213	TOK	to		to\P
5214	TOK	prepare		prepare\VMI----
5215	TOK	cDNA		cdna\N5S
5216	TOK	and		and\CC
5217	TOK	ligate		ligate\VMF6R66
5218	TOK	it		it\RPS3N6
5219	TOK	to		to\P
5220	TOK	vector		vector\N5S
##	TAG	<name>
5221	TOK	DNA		DNA\N46
##	TAG	</name>
5222	TOK	molecules		molecule\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
5223	TOK	PCR	BOS	PCR\N46
##	TAG	</name>
5224	TOK	can		can\VOFDR66
5225	TOK	then		then\DGA7
5226	TOK	be		be\VMI----
5227	TOK	conducted		conduct\VMC----
5228	TOK	using		use\VMG----
5229	TOK	one		one\MCS
5230	TOK	vectorspecific		vectorspecific\JA
5231	TOK	primer		primer\N5S
5232	TOK	and		and\CC
5233	TOK	one		one\MCS
5234	TOK	primer		primer\N5S
5235	TOK	composed		compose\VMC----
5236	TOK	of		of\P
5237	TOK	a		a\AI---S
5238	TOK	panel		panel\N5S
5239	TOK	of		of\P
5240	TOK	partially		partially\DGA7
5241	TOK	degenerate		degenerate\VMF6R66
5242	TOK	oligonucleotides		oligonucleotide\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
5243	TOK	Specific	BOS	specific\JA
5244	TOK	antibodies	EOS	antibody\N5P
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
5246	TOK	If	BOS	if\CS
5247	TOK	even		even\DGA7
5248	TOK	small		small\JA
5249	TOK	amounts		amount\N5P
5250	TOK	of		of\P
5251	TOK	the		the\AT---6
5252	TOK	normal		normal\JA
5253	TOK	protein		protein\N5S
5254	TOK	product		product\N5S
5255	TOK	can		can\VOFDR66
5256	TOK	be		be\VMI----
5257	TOK	isolated		isolate\VMC----
---	DLD	,		=\DELIM
5258	TOK	specific		specific\JA
5259	TOK	antibodies		antibody\N5P
5260	TOK	can		can\VOFDR66
5261	TOK	be		be\VMI----
5262	TOK	raised		raise\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5263	TOK	The	BOS	the\AT---6
5264	TOK	protein		protein\N5S
---	DLD	,		=\DELIM
5265	TOK	or		or\CC
5266	TOK	a		a\AI---S
5267	TOK	peptide		peptide\N5S
5268	TOK	derived		derive\VMC----
5269	TOK	from		from\P
5270	TOK	it		it\RPS3N6
---	DLD	,		=\DELIM
5271	TOK	is		be\V6FDRS3
5272	TOK	conjugated		conjugate\VMC----
5273	TOK	to		to\P
5274	TOK	a		a\AI---S
5275	TOK	powerful		powerful\JA
5276	TOK	immunogenic		immunogenic\JA
5277	TOK	hapten		hapten\N5S
---	DLE	(		=\DELIM
5278	TOK	such		such\JA
5279	TOK	as		as\P
5280	TOK	keyhole		keyhole\N5S
5281	TOK	limpet		limpet\N5S
5282	TOK	hemocyanin		hemocyanin\N5S
---	DLD	)		=\DELIM
5283	TOK	and		and\CC
5284	TOK	the		the\AT---6
5285	TOK	compound		compound\N5S
5286	TOK	molecule		molecule\N5S
5287	TOK	injected		inject\VMC----
5288	TOK	into		into\P
5289	TOK	a		a\AI---S
5290	TOK	rabbit		rabbit\N56
5291	TOK	or		or\CC
5292	TOK	mouse		mouse\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5293	TOK	The	BOS	the\AT---6
5294	TOK	hapten		hapten\N5S
5295	TOK	activates		activate\VMFDRS3
5296	TOK	B		b\N5S
5297	TOK	lymphocytes		lymphocyte\N5P
---	DLD	,		=\DELIM
5298	TOK	and		and\CC
5299	TOK	the		the\AT---6
5300	TOK	protein		protein\N5S
5301	TOK	or		or\CC
5302	TOK	peptide		peptide\N5S
5303	TOK	of		of\P
5304	TOK	interest		interest\N5S
5305	TOK	activates		activate\VMFDRS3
5306	TOK	helper		helper\N5S
5307	TOK	T		t\N5S
5308	TOK	lymphocytes		lymphocyte\N5P
---	DLD	,		=\DELIM
5309	TOK	leading		leading\JA
5310	TOK	to		to\P
5311	TOK	production		production\N5S
5312	TOK	of		of\P
5313	TOK	antibodies		antibody\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5314	TOK	Mouse	BOS	mouse\N5S
5315	TOK	or		or\CC
5316	TOK	rabbit		rabbit\N56
5317	TOK	antibodies		antibody\N5P
5318	TOK	which		which\RW63N-
5319	TOK	are		be\V6FDR66
5320	TOK	specific		specific\JA
5321	TOK	for		for\P
5322	TOK	the		the\AT---6
5323	TOK	desired		desire\VMC----
5324	TOK	protein		protein\N5S
5325	TOK	or		or\CC
5326	TOK	peptide		peptide\N5S
5327	TOK	can		can\VOFDR66
5328	TOK	then		then\DGA7
5329	TOK	be		be\VMI----
5330	TOK	used		use\VMC----
5331	TOK	in		in\P
5332	TOK	various		various\JA
5333	TOK	ways		way\N5P
5334	TOK	to		to\P
5335	TOK	identify		identify\VMI----
5336	TOK	a		a\AI---S
5337	TOK	corresponding		corresponding\JA
5338	TOK	cDNA		cDNA\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5339	TOK	An	BOS	an\AI---S
5340	TOK	early		early\JA
5341	TOK	approach		approach\N5S
5342	TOK	was		be\V6F-A66
5343	TOK	to		to\P
5344	TOK	enrich		enrich\VMI----
5345	TOK	for		for\P
5346	TOK	mRNA		mrna\N5S
5347	TOK	encoding		encode\VMG----
5348	TOK	the		the\AT---6
5349	TOK	product		product\N5S
5350	TOK	in		in\P
5351	TOK	a		a\AI---S
5352	TOK	cell		cell\N5S
---	DLI	-		=\DELIM
5353	TOK	free		free\JA
##	TAG	<foreign lang="LA" pos="JA">
5354	TOK	in vitro		in_vitro\JA
##	TAG	</foreign>
5355	TOK	protein		protein\N5S
5356	TOK	synthesis		synthesis\N5S
5357	TOK	system		system\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5358	TOK	This	BOS	this\RDS3N-
5359	TOK	was		be\V6F-A66
5360	TOK	the		the\AT---6
5361	TOK	way		way\N5S
5362	TOK	in		in\P
5363	TOK	which		which\RW63N-
5364	TOK	the		the\AT---6
5365	TOK	gene		gene\N5S
5366	TOK	for		for\P
5367	TOK	phenylketonuria		phenylketonuria\N5S
5368	TOK	was		be\V6F-A66
5369	TOK	identified		identify\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5370	TOK	Phenylketonuria	BOS	phenylketonuria\N5S
5371	TOK	was		be\V6F-A66
5372	TOK	known		know\VMC----
5373	TOK	to		to\P
5374	TOK	be		be\VMI----
5375	TOK	caused		cause\VMC----
5376	TOK	by		by\P
5377	TOK	a		a\AI---S
5378	TOK	lack		lack\N5S
5379	TOK	of		of\P
5380	TOK	the		the\AT---6
5381	TOK	enzyme		enzyme\N5S
5382	TOK	phenylalanine		phenylalanine\N5S
5383	TOK	hydroxylase		hydroxylase\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5384	TOK	The	BOS	the\AT---6
5385	TOK	enzyme		enzyme\N5S
5386	TOK	was		be\V6F-A66
5387	TOK	purified		purify\VMC----
5388	TOK	from		from\P
5389	TOK	liver		liver\N5S
---	DLD	,		=\DELIM
5390	TOK	where		where\CS
5391	TOK	it		it\RPS3N6
5392	TOK	was		be\V6F-A66
5393	TOK	known		know\VMC----
5394	TOK	to		to\P
5395	TOK	be		be\VMI----
5396	TOK	expressed		express\VMF6A66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5397	TOK	Specific	BOS	specific\JA
5398	TOK	antibodies		antibody\N5P
5399	TOK	were		be\V6F-A66
5400	TOK	raised		raise\VMC----
5401	TOK	and		and\CC
5402	TOK	employed		employ\VMC----
5403	TOK	to		to\P
5404	TOK	immunoprecipitate		immunoprecipitate\N5S
5405	TOK	polysomes		polysome\N5P
5406	TOK	containing		contain\VMG----
5407	TOK	phenylalanine		phenylalanine\N5S
5408	TOK	hydroxylase		hydroxylase\N5S
5409	TOK	mRNA		mRNA\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5410	TOK	The	BOS	the\AT---6
5411	TOK	purified		purify\VMC----
5412	TOK	mRNA		mRNA\N5P
5413	TOK	was		be\V6F-A66
5414	TOK	then		then\DGA7
5415	TOK	converted		convert\VMC----
5416	TOK	to		to\P
5417	TOK	cDNA		cdna\N5S
5418	TOK	and		and\CC
5419	TOK	a		a\AI---S
5420	TOK	specific		specific\JA
5421	TOK	cDNA		cdna\N5S
5422	TOK	clone		clone\N5S
5423	TOK	was		be\V6F-A66
5424	TOK	isolated		isolate\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5425	TOK	This	BOS	this\AD---S
5426	TOK	type		type\N5S
5427	TOK	of		of\P
5428	TOK	approach		approach\N5S
5429	TOK	has		have\V6FDRS3
5430	TOK	been		be\VMC----
5431	TOK	superseded		supersede\VMC----
5432	TOK	by		by\P
5433	TOK	antibody		antibody\N5S
5434	TOK	screening		screening\N5S
5435	TOK	of		of\P
5436	TOK	cDNA		cdna\N5S
5437	TOK	libraries		library\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5438	TOK	Antibody	BOS	antibody\N5S
5439	TOK	screening		screening\N5S
5440	TOK	requires		require\VMFDRS3
5441	TOK	a		a\AI---S
5442	TOK	cDNA		cdna\N5S
5443	TOK	library		library\N5S
5444	TOK	constructed		construct\VMC----
5445	TOK	by		by\P
5446	TOK	cloning		clone\VMG----
5447	TOK	cDNA		cdna\N5S
5448	TOK	from		from\P
5449	TOK	a		a\AI---S
5450	TOK	relevant		relevant\JA
5451	TOK	tissue		tissue\N5S
5452	TOK	into		into\P
5453	TOK	an		an\AI---S
5454	TOK	expression		expression\N5S
5455	TOK	vector		vector\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5456	TOK	Inserts	BOS	insert\N5P
5457	TOK	within		within\P
5458	TOK	the		the\AT---6
5459	TOK	recombinant		recombinant\N5S
##	TAG	<name>
5460	TOK	DNA		DNA\N46
##	TAG	</name>
5461	TOK	clones		clone\N5P
5462	TOK	are		be\V6FDR66
5463	TOK	expected		expect\VMC----
5464	TOK	to		to\P
5465	TOK	be		be\VMI----
5466	TOK	expressed		express\VMC----
5467	TOK	within		within\P
5468	TOK	the		the\AT---6
5469	TOK	host		host\N5S
5470	TOK	cell		cell\N5S
5471	TOK	to		to\P
5472	TOK	produce		produce\VMI----
5473	TOK	foreign		foreign\JA
5474	TOK	polypeptides		polypeptide\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5475	TOK	Specific	BOS	specific\JA
5476	TOK	antibodies		antibody\N5P
5477	TOK	can		can\VOFDR66
5478	TOK	then		then\DGA7
5479	TOK	be		be\VMI----
5480	TOK	used		use\VMC----
5481	TOK	to		to\P
5482	TOK	screen		screen\N5S
5483	TOK	colony		colony\N5S
5484	TOK	filters		filter\N5P
5485	TOK	from		from\P
5486	TOK	such		such\JA
5487	TOK	expression		expression\N5S
5488	TOK	cDNA		cdna\N5S
5489	TOK	libraries		library\N5P
5490	TOK	to		to\P
5491	TOK	identify		identify\VMI----
5492	TOK	clones		clone\N5P
5493	TOK	encoding		encode\VMG----
5494	TOK	the		the\AT---6
5495	TOK	product		product\N5S
5496	TOK	of		of\P
5497	TOK	interest		interest\VMI----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5498	TOK	Some	BOS	some\AG---6
5499	TOK	disease		disease\N5S
5500	TOK	genes		gene\N5P
5501	TOK	have		have\V6F6R66
5502	TOK	been		be\VMC----
5503	TOK	identified		identify\VMC----
5504	TOK	by		by\P
5505	TOK	using		use\VMG----
5506	TOK	a		a\AI---S
5507	TOK	functional		functional\JA
5508	TOK	complementation		complementation\N5S
5509	TOK	assay		assay\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
5510	TOK	In	BOS	in\P
5511	TOK	some		some\AG---6
5512	TOK	cases		case\N5P
---	DLD	,		=\DELIM
5513	TOK	a		a\AI---S
5514	TOK	functional		functional\JA
5515	TOK	complementation		complementation\N5S
5516	TOK	assay		assay\N5S
5517	TOK	is		be\V6FDRS3
5518	TOK	possible		possible\JA
5519	TOK	even		even\DGA7
5520	TOK	when		when\CS
5521	TOK	the		the\AT---6
5522	TOK	gene		gene\N5S
5523	TOK	product		product\N5S
5524	TOK	is		be\V6FDRS3
5525	TOK	unknown		unknown\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5526	TOK	Yeast	BOS	yeast\N5S
5527	TOK	mutants		mutant\N5P
5528	TOK	have		have\V6F6R66
5529	TOK	been		be\VMC----
5530	TOK	used		use\VMC----
5531	TOK	to		to\P
5532	TOK	identify		identify\VMI----
5533	TOK	human		human\JA
5534	TOK	genes		gene\N5P
5535	TOK	which		which\RW63N-
5536	TOK	perform		perform\VMF6R66
5537	TOK	specific		specific\JA
5538	TOK	biochemical		biochemical\JA
5539	TOK	functions		function\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5540	TOK	Defined	BOS	define\VMC----
5541	TOK	yeast		yeast\N5S
5542	TOK	mutants		mutant\N5P
5543	TOK	are		be\V6FDR66
5544	TOK	relatively		relatively\DGA7
5545	TOK	abundant		abundant\JA
---	DLD	,		=\DELIM
5546	TOK	and		and\CC
5547	TOK	genetic		genetic\JA
5548	TOK	analysis		analysis\N5S
5549	TOK	in		in\P
5550	TOK	yeast		yeast\N5S
5551	TOK	is		be\V6FDRS3
5552	TOK	particularly		particularly\DGA7
5553	TOK	sophisticated		sophisticated\JA
##	TAG	<loc pos="P">
5554	TOK	because of		because_of\P
##	TAG	</loc>
5555	TOK	the		the\AT---6
5556	TOK	ease		ease\N5S
5557	TOK	of		of\P
5558	TOK	performing		perform\VMG----
5559	TOK	homologous		homologous\JA
5560	TOK	recombination		recombination\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5561	TOK	For	BOS	for\P
5562	TOK	proteins		protein\N5P
5563	TOK	that		that\RW63N6
5564	TOK	have		have\V6F6R66
5565	TOK	been		be\VMC----
5566	TOK	very		very\JA
5567	TOK	highly		highly\DGA7
5568	TOK	conserved		conserve\VMC----
5569	TOK	during		during\P
5570	TOK	evolution		evolution\N5S
---	DLD	,		=\DELIM
5571	TOK	the		the\AT---6
5572	TOK	human		human\JA
5573	TOK	protein		protein\N5S
5574	TOK	may		may\VOFDR66
5575	TOK	be		be\VMI----
5576	TOK	able		able\JA
5577	TOK	to		to\P
5578	TOK	complement		complement\VMI----
5579	TOK	a		a\AI---S
5580	TOK	yeast		yeast\N5S
5581	TOK	mutant		mutant\N5S
5582	TOK	defective		defective\JA
5583	TOK	in		in\P
5584	TOK	the		the\AT---6
5585	TOK	corresponding		corresponding\JA
5586	TOK	protein		protein\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
5587	TOK	The	BOS	the\AT---6
5588	TOK	procedure		procedure\N5S
5589	TOK	involves		involve\VMFDRS3
5590	TOK	transforming		transform\VMG----
5591	TOK	the		the\AT---6
5592	TOK	mutant		mutant\N5S
5593	TOK	yeast		yeast\N5S
5594	TOK	cells		cell\N5P
5595	TOK	with		with\P
5596	TOK	different		different\JA
5597	TOK	human		human\JA
##	TAG	<name>
5598	TOK	DNA		DNA\N46
##	TAG	</name>
5599	TOK	fragments		fragment\N5P
5600	TOK	in		in\P
5601	TOK	an		an\AI---S
5602	TOK	effort		effort\N5S
5603	TOK	to		to\P
