##	TAG	<div1>
##	TAG	<head>
1	TOK	Overview	BOS	overview\N5S
1454	TOK	Latin American		Latin_American\N46
##	TAG	</name>
1455	TOK	countries		country\N5P
1456	TOK	and		and\CC
1457	TOK	fell		fall\VMF6A66
1458	TOK	in		in\P
1459	TOK	many		many\AI---P
##	TAG	<name>
1460	TOK	Sub-Saharan African		Sub-Saharan_African\N46
##	TAG	</name>
1461	TOK	countries		country\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1462	TOK	Economic	BOS	economic\JA
1463	TOK	growth		growth\N5S
1464	TOK	is		be\V6FDRS3
1465	TOK	good		good\JA
1466	TOK	for		for\P
1467	TOK	workers		worker\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1468	TOK	This	BOS	this\RDS3N-
1469	TOK	has		have\V6FDRS3
1470	TOK	long		long\DGA7
1471	TOK	been		be\VMC----
1472	TOK	true		true\JA
1473	TOK	for		for\P
1474	TOK	those		that\RDP3N-
1475	TOK	living		live\VMG----
1476	TOK	in		in\P
1477	TOK	what		what\RW63N-
1478	TOK	are		be\V6FDR66
1479	TOK	now		now\DGA7
1480	TOK	the		the\AT---6
1481	TOK	world		world\N5S
1482	PGR	's		genmark\GENMARK
1483	TOK	rich		rich\JA
1484	TOK	countries		country\N5P
---	DLD	,		=\DELIM
1485	TOK	and		and\CC
1486	TOK	it		it\RPS3N6
1487	TOK	has		have\V6FDRS3
1488	TOK	been		be\VMC----
1489	TOK	spectacularly		spectacularly\DGA7
1490	TOK	true		true\JA
1491	TOK	for		for\P
1492	TOK	the		the\AT---6
1493	TOK	newly		newly\DGA7
1494	TOK	industrializing		industrialize\VMG----
1495	TOK	economies		economy\N5P
---	DLE	(		=\DELIM
##	TAG	<name>
1496	TOK	NIEs		NIEs\N46
##	TAG	</name>
---	DLE	)		=\DELIM
1497	TOK	of		of\P
##	TAG	<name>
1498	TOK	East Asia		East_Asia\N46
##	TAG	</name>
1499	TOK	over		over\P
1500	TOK	the		the\AT---6
1501	TOK	past		past\JA
1502	TOK	few		few\JA
1503	TOK	decades		decade\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1504	TOK	Growth	BOS	growth\N5S
1505	TOK	has		have\V6FDRS3
1506	TOK	reduced		reduce\VMC----
1507	TOK	poverty		poverty\N5S
1508	TOK	through		through\P
1509	TOK	rising		rise\VMG----
1510	TOK	employment		employment\N5S
---	DLD	,		=\DELIM
1511	TOK	increased		increase\VMC----
1512	TOK	labor		labor\N5S
1513	TOK	productivity		productivity\N5S
---	DLD	,		=\DELIM
1514	TOK	and		and\CC
1515	TOK	higher		high\JC
1516	TOK	real		real\JA
1517	TOK	wages		wage\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1518	TOK	Growth	BOS	growth\N5S
1519	TOK	also		also\DGA7
1520	TOK	tends		tend\VMFDRS3
1521	TOK	to		to\P
1522	TOK	reduce		reduce\VMI----
1523	TOK	poverty		poverty\N5S
1524	TOK	and		and\CC
1525	TOK	inequality		inequality\N5S
---	DLD	,		=\DELIM
1526	TOK	including		including\P
1527	TOK	inequality		inequality\N5S
1528	TOK	between		between\P
1529	TOK	men		man\N5P
1530	TOK	and		and\CC
1531	TOK	women		woman\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1532	TOK	For	BOS	for\P
1533	TOK	today		today\N5S
1534	PGR	's		be\V6FDRS3
1535	TOK	low		low\JA
---	DLD	-		=\DELIM
1536	TOK	and		and\CC
1537	TOK	middle		middle\N5S
---	DLI	-		=\DELIM
1538	TOK	income		income\N5S
1539	TOK	countries		country\N5P
---	DLD	,		=\DELIM
1540	TOK	the		the\AT---6
1541	TOK	fear		fear\N5S
1542	TOK	that		that\CS
1543	TOK	growth		growth\N5S
1544	TOK	will		will\VOFDR66
1545	TOK	primarily		primarily\DGA7
1546	TOK	benefit		benefit\VMI----
1547	TOK	capital		capital\JA
---	DLD	,		=\DELIM
1548	TOK	create		create\JA
1549	TOK	few		few\JA
1550	TOK	jobs		job\N5P
---	DLD	,		=\DELIM
1551	TOK	and		and\CC
1552	TOK	fail		fail\VMF6R66
1553	TOK	to		to\P
1554	TOK	raise		raise\VMI----
1555	TOK	wages		wage\N5P
1556	TOK	is		be\V6FDRS3
1557	TOK	unfounded		unfounded\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
1558	TOK	Viet Nam	BOS	Viet_Nam\N46
##	TAG	</name>
1559	PGR	's		genmark\GENMARK
1560	TOK	workers		worker\N5P
1561	TOK	are		be\V6FDR66
1562	TOK	now		now\DGA7
1563	TOK	some		some\AG---6
1564	TOK	of		of\P
1565	TOK	the		the\AT---6
1566	TOK	poorest		poor\JS
1567	TOK	in		in\P
1568	TOK	the		the\AT---6
1569	TOK	world		world\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1570	TOK	If	BOS	if\CS
1571	TOK	their		their\APP3N6
1572	TOK	country		country\N5S
1573	TOK	follows		follow\VMFDRS3
1574	TOK	the		the\AT---6
1575	TOK	path		path\N5S
1576	TOK	of		of\P
1577	TOK	other		other\JA
##	TAG	<name>
1578	TOK	East Asian		East_Asian\N46
##	TAG	</name>
1579	TOK	successes		success\N5P
---	DLD	,		=\DELIM
1580	TOK	they		they\RPP3NN
1581	TOK	could		can\VOFDA66
1582	TOK	enjoy		enjoy\VMI----
1583	TOK	a		a\AI---S
1584	TOK	doubling		double\VMG----
1585	TOK	of		of\P
1586	TOK	their		their\APP3N6
1587	TOK	labor		labor\N5S
1588	TOK	incomes		income\N5P
1589	TOK	in		in\P
1590	TOK	a		a\AI---S
1591	TOK	decade		decade\N5S
1592	TOK	or		or\CC
1593	TOK	so		so\RI-3N-
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1594	TOK	Market	BOS	market\N5S
---	DLI	-		=\DELIM
1595	TOK	based		base\VMC----
1596	TOK	development		development\N5S
---	DLD	,		=\DELIM
1597	TOK	which		which\RW63N-
1598	TOK	encourages		encourage\VMFDRS3
1599	TOK	firms		firm\N5P
1600	TOK	and		and\CC
1601	TOK	workers		worker\N5P
1602	TOK	to		to\P
1603	TOK	invest		invest\VMI----
1604	TOK	in		in\P
1605	TOK	physical		physical\JA
1606	TOK	capital		capital\N5S
---	DLD	,		=\DELIM
1607	TOK	new		new\JA
1608	TOK	technologies		technology\N5P
---	DLD	,		=\DELIM
1609	TOK	and		and\CC
1610	TOK	skills		skill\N5P
---	DLD	,		=\DELIM
1611	TOK	is		be\V6FDRS3
1612	TOK	the		the\AT---6
1613	TOK	best		good\JS
1614	TOK	way		way\N5S
1615	TOK	to		to\P
1616	TOK	deliver		deliver\VMI----
1617	TOK	growth		growth\N5S
1618	TOK	and		and\CC
1619	TOK	rising		rise\VMG----
1620	TOK	living		living\JA
1621	TOK	standards		standard\N5P
1622	TOK	for		for\P
1623	TOK	workers		worker\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1624	TOK	Countries	BOS	country\N5P
1625	TOK	that		that\RW63N6
1626	TOK	have		have\V6F6R66
1627	TOK	attempted		attempt\VMC----
1628	TOK	to		to\P
1629	TOK	help		help\VMI----
1630	TOK	workers		worker\N5P
1631	TOK	by		by\P
1632	TOK	biasing		bias\VMG----
1633	TOK	investment		investment\N5S
1634	TOK	against		against\P
1635	TOK	agriculture		agriculture\N5S
1636	TOK	and		and\CC
1637	TOK	toward		toward\P
1638	TOK	industry		industry\N5S
---	DLD	,		=\DELIM
1639	TOK	protecting		protect\VMG----
1640	TOK	the		the\AT---6
1641	TOK	jobs		job\N5P
1642	TOK	of		of\P
1643	TOK	a		a\AI---S
1644	TOK	favored		favor\VMC----
1645	TOK	few		few\JA
1646	TOK	industrial		industrial\JA
1647	TOK	workers		worker\N5P
1648	TOK	against		against\P
1649	TOK	international		international\JA
1650	TOK	competition		competition\N5S
---	DLD	,		=\DELIM
1651	TOK	dictating		dictate\VMG----
1652	TOK	wage		wage\N5S
1653	TOK	increases		increase\VMFDRS3
---	DLD	,		=\DELIM
1654	TOK	or		or\CC
1655	TOK	creating		create\VMG----
1656	TOK	unneeded		unneeded\JA
1657	TOK	jobs		job\N5P
1658	TOK	in		in\P
1659	TOK	the		the\AT---6
1660	TOK	public		public\JA
1661	TOK	sector		sector\N5S
1662	TOK	have		have\V6F6R66
1663	TOK	failed		fail\VMC----
1664	TOK	over		over\P
1665	TOK	the		the\AT---6
1666	TOK	long		long\JA
1667	TOK	run		run\VMF6R66
---	DLI	-		=\DELIM
1668	TOK	whether		whether\CS
1669	TOK	in		in\P
##	TAG	<name>
1670	TOK	Latin America		Latin_America\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1671	TOK	the		the\AT---6
1672	TOK	former		former\JA
##	TAG	<name>
1673	TOK	Soviet Union		Soviet_Union\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1674	TOK	or		or\CC
1675	TOK	elsewhere		elsewhere\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1676	TOK	What	BOS	what\RW63N-
1677	TOK	any		any\AG---6
1678	TOK	nation		nation\N5S
1679	PGR	's		genmark\GENMARK
1680	TOK	work		work\N5S
1681	TOK	force		force\N5S
1682	TOK	needs		need\VMFDRS3
1683	TOK	most		most\DDS7
1684	TOK	is		be\V6FDRS3
1685	TOK	stronger		strong\JC
1686	TOK	demand		demand\N5S
1687	TOK	for		for\P
1688	TOK	its		its\APS3N6
1689	TOK	services		service\N5P
---	DLD	,		=\DELIM
1690	TOK	together		together\DGA7
1691	TOK	with		with\P
1692	TOK	high		high\JA
1693	TOK	levels		level\N5P
1694	TOK	of		of\P
1695	TOK	investment		investment\N5S
1696	TOK	in		in\P
1697	TOK	schooling		school\VMG----
---	DLD	,		=\DELIM
1698	TOK	training		train\VMG----
---	DLD	,		=\DELIM
1699	TOK	roads		road\N5P
---	DLD	,		=\DELIM
1700	TOK	and		and\CC
1701	TOK	machines		machine\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1702	TOK	This	BOS	this\RDS3N-
1703	TOK	has		have\V6FDRS3
1704	TOK	worked		work\VMC----
1705	TOK	best		good\DDS7
1706	TOK	where		where\CS
---	DLD	,		=\DELIM
1707	TOK	as		as\DGA7
1708	TOK	in		in\P
##	TAG	<name>
1709	TOK	East Asia		East_Asia\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1710	TOK	governments		government\N5P
1711	TOK	made		make\VMC----
1712	TOK	good		good\JA
1713	TOK	use		use\N5S
1714	TOK	of		of\P
1715	TOK	international		international\JA
1716	TOK	markets		market\N5P
---	DLD	,		=\DELIM
1717	TOK	especially		especially\DGA7
1718	TOK	for		for\P
1719	TOK	expanding		expand\VMG----
1720	TOK	exports		export\N5P
---	DLD	,		=\DELIM
1721	TOK	and		and\CC
1722	TOK	gave		give\VMF6A66
1723	TOK	strong		strong\JA
1724	TOK	support		support\N5S
1725	TOK	to		to\P
1726	TOK	family		family\N5S
1727	TOK	farming		farm\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1728	TOK	The	BOS	the\AT---6
1729	TOK	public		public\JA
1730	TOK	sectors		sector\N5P
1731	TOK	in		in\P
1732	TOK	these		this\AD---P
1733	TOK	economies		economy\N5P
1734	TOK	supported		support\VMF6A66
1735	TOK	the		the\AT---6
1736	TOK	efficient		efficient\JA
1737	TOK	functioning		function\VMG----
1738	TOK	of		of\P
1739	TOK	markets		market\N5P
1740	TOK	by		by\P
1741	TOK	providing		provide\VMG----
1742	TOK	a		a\AI---S
1743	TOK	stable		stable\JA
1744	TOK	macroeconomic		macroeconomic\JA
1745	TOK	environment		environment\N5S
1746	TOK	for		for\P
1747	TOK	saving		saving\N5S
1748	TOK	and		and\CC
1749	TOK	investment		investment\N5S
1750	TOK	and		and\CC
1751	TOK	supporting		support\VMG----
1752	TOK	the		the\AT---6
1753	TOK	expansion		expansion\N5S
1754	TOK	of		of\P
1755	TOK	economic		economic\JA
1756	TOK	infrastructure		infrastructure\N5S
1757	TOK	and		and\CC
1758	TOK	social		social\JA
1759	TOK	services		service\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1760	TOK	Investment	BOS	investment\N5S
1761	TOK	in		in\P
1762	TOK	the		the\AT---6
1763	TOK	skills		skill\N5P
---	DLD	,		=\DELIM
1764	TOK	health		health\N5S
---	DLD	,		=\DELIM
1765	TOK	and		and\CC
1766	TOK	nutrition		nutrition\N5S
1767	TOK	of		of\P
1768	TOK	workers		worker\N5P
1769	TOK	is		be\V6FDRS3
1770	TOK	key		key\N5S
1771	TOK	both		both\RIP3N-
1772	TOK	to		to\P
1773	TOK	their		their\APP3N6
1774	TOK	welfare		welfare\N5S
1775	TOK	and		and\CC
1776	TOK	to		to\P
1777	TOK	economic		economic\JA
1778	TOK	success		success\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1779	TOK	But	BOS	but\CC
1780	TOK	some		some\AG---6
1781	TOK	countries		country\N5P
1782	TOK	have		have\V6F6R66
1783	TOK	performed		perform\VMC----
1784	TOK	badly		badly\DGA7
1785	TOK	despite		despite\P
1786	TOK	investing		invest\VMG----
1787	TOK	in		in\P
1788	TOK	schooling		school\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1789	TOK	Investment	BOS	investment\N5S
---	DLI	-		=\DELIM
1790	TOK	in		in\P
1791	TOK	physical		physical\JA
1792	TOK	or		or\CC
1793	TOK	in		in\P
1794	TOK	human		human\JA
1795	TOK	capital		capital\N5S
---	DLI	-		=\DELIM
1796	TOK	does		do\V6FDRS3
1797	TOK	not		not\DGA7
1798	TOK	guarantee		guarantee\VMI----
1799	TOK	growth		growth\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1800	TOK	The	BOS	the\AT---6
1801	TOK	former		former\JA
1802	TOK	centrally		centrally\DGA7
1803	TOK	planned		plan\VMC----
1804	TOK	economies		economy\N5P
1805	TOK	of		of\P
##	TAG	<name>
1806	TOK	Europe		Europe\N46
##	TAG	</name>
1807	TOK	and		and\CC
##	TAG	<name>
1808	TOK	Central Asia		Central_Asia\N46
##	TAG	</name>
1809	TOK	represent		represent\VMF6R66
1810	TOK	an		an\AI---S
1811	TOK	extreme		extreme\JA
1812	TOK	case		case\N5S
1813	TOK	of		of\P
1814	TOK	high		high\JA
1815	TOK	investment		investment\N5S
1816	TOK	that		that\RW63N6
1817	TOK	led		lead\VMF6A66
1818	TOK	first		first\DGA7
1819	TOK	to		to\P
1820	TOK	stagnating		stagnate\VMG----
1821	TOK	and		and\CC
1822	TOK	eventually		eventually\DGA7
1823	TOK	to		to\P
1824	TOK	collapsing		collapse\VMG----
1825	TOK	labor		labor\N5S
1826	TOK	incomes		income\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1827	TOK	Market	BOS	market\N5S
---	DLI	-		=\DELIM
1828	TOK	based		base\VMF6A66
---	DLD	,		=\DELIM
1829	TOK	labor		labor\N5S
---	DLI	-		=\DELIM
1830	TOK	demanding		demanding\JA
1831	TOK	growth		growth\N5S
1832	TOK	also		also\DGA7
1833	TOK	tends		tend\VMFDRS3
1834	TOK	to		to\P
1835	TOK	reduce		reduce\VMI----
1836	TOK	inequality		inequality\N5S
---	DLI	-		=\DELIM
1837	TOK	within		within\P
1838	TOK	countries		country\N5P
1839	TOK	and		and\CC
1840	TOK	across		across\P
1841	TOK	regions		region\N5P
---	DLI	-		=\DELIM
1842	TOK	provided		provide\VMC----
1843	TOK	governments		government\N5P
1844	TOK	ensure		ensure\VMF6R66
1845	TOK	broad		broad\JA
---	DLI	-		=\DELIM
1846	TOK	based		base\VMC----
1847	TOK	investment		investment\N5S
1848	TOK	in		in\P
1849	TOK	the		the\AT---6
1850	TOK	capabilities		capability\N5P
1851	TOK	of		of\P
1852	TOK	people		people\N56
1853	TOK	and		and\CC
1854	TOK	the		the\AT---6
1855	TOK	complementary		complementary\JA
1856	TOK	assets		asset\N5P
1857	TOK	that		that\RW63N6
1858	TOK	determine		determine\VMF6R66
1859	TOK	their		their\APP3N6
1860	TOK	opportunities		opportunity\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1861	TOK	It	BOS	it\RPS3N6
1862	TOK	is		be\V6FDRS3
1863	TOK	true		true\JA
1864	TOK	that		that\CS
1865	TOK	the		the\AT---6
1866	TOK	centrally		centrally\DGA7
1867	TOK	planned		plan\VMC----
1868	TOK	economies		economy\N5P
1869	TOK	achieved		achieve\VMC----
1870	TOK	high		high\JA
1871	TOK	degrees		degree\N5P
1872	TOK	of		of\P
1873	TOK	equality		equality\N5S
1874	TOK	and		and\CC
1875	TOK	now		now\DGA7
1876	TOK	generally		generally\DGA7
1877	TOK	face		face\VMF6R66
1878	TOK	some		some\AG---6
1879	TOK	rise		rise\N5S
1880	TOK	in		in\P
1881	TOK	inequality		inequality\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1882	TOK	But	BOS	but\CC
1883	TOK	the		the\AT---6
##	TAG	<name>
1884	TOK	East Asian		East_Asian\N46
##	TAG	</name>
1885	TOK	strategy		strategy\N5S
---	DLI	-		=\DELIM
1886	TOK	of		of\P
1887	TOK	supporting		support\VMG----
1888	TOK	family		family\N5S
1889	TOK	farms		farm\VMFDRS3
---	DLD	,		=\DELIM
1890	TOK	avoiding		avoid\VMG----
1891	TOK	dualistic		dualistic\JA
1892	TOK	labor		labor\N5S
1893	TOK	markets		market\N5P
---	DLD	,		=\DELIM
1894	TOK	and		and\CC
1895	TOK	encouraging		encourage\VMG----
1896	TOK	vigorous		vigorous\JA
1897	TOK	growth		growth\N5S
1898	TOK	in		in\P
1899	TOK	formal		formal\JA
1900	TOK	employment		employment\N5S
1901	TOK	through		through\P
1902	TOK	exporting		export\VMG----
---	DLI	-		=\DELIM
1903	TOK	achieved		achieve\VMC----
1904	TOK	rapid		rapid\JA
1905	TOK	growth		growth\N5S
1906	TOK	with		with\P
1907	TOK	declining		declining\JA
1908	TOK	poverty		poverty\N5S
1909	TOK	and		and\CC
1910	TOK	lower		low\JC
1911	TOK	inequality		inequality\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1912	TOK	By	BOS	by\P
1913	TOK	contrast		contrast\VMI----
---	DLD	,		=\DELIM
1914	TOK	most		most\DDS7
##	TAG	<name>
1915	TOK	Latin American		Latin_American\N46
##	TAG	</name>
1916	TOK	countries		country\N5P
1917	TOK	have		have\V6F6R66
1918	TOK	long		long\DGA7
1919	TOK	had		have\VMC----
1920	TOK	highly		highly\DGA7
1921	TOK	unequal		unequal\JA
1922	TOK	income		income\N5S
1923	TOK	distributions		distribution\N5P
---	DLD	,		=\DELIM
1924	TOK	and		and\CC
1925	TOK	most		most\DDS7
1926	TOK	still		still\DGA7
1927	TOK	do		do\V6FDR66
---	DLD	,		=\DELIM
1928	TOK	with		with\P
1929	TOK	landholdings		landholding\N5P
1930	TOK	heavily		heavily\DGA7
1931	TOK	concentrated		concentrate\VMC----
1932	TOK	in		in\P
1933	TOK	the		the\AT---6
1934	TOK	hands		hand\N5P
1935	TOK	of		of\P
##	TAG	<loc pos="RP63N-">
1936	TOK	a few		a_few\RP63N-
##	TAG	</loc>
1937	TOK	and		and\CC
1938	TOK	growth		growth\N5S
1939	TOK	paths		path\N5P
1940	TOK	biased		bias\VMC----
1941	TOK	against		against\P
1942	TOK	labor		labor\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1943	TOK	Inequalities	BOS	inequality\N5P
1944	TOK	between		between\P
1945	TOK	men		man\N5P
1946	TOK	and		and\CC
1947	TOK	women		woman\N5P
---	DLD	,		=\DELIM
1948	TOK	between		between\P
1949	TOK	ethnic		ethnic\JA
1950	TOK	groups		group\N5P
---	DLD	,		=\DELIM
1951	TOK	and		and\CC
1952	TOK	between		between\P
1953	TOK	geographic		geographic\JA
1954	TOK	regions		region\N5P
1955	TOK	are		be\V6FDR66
1956	TOK	particularly		particularly\DGA7
1957	TOK	tenacious		tenacious\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1958	TOK	Women	BOS	woman\N5P
1959	TOK	often		often\DGA7
1960	TOK	work		work\VMF6R66
1961	TOK	more		more\DDC7
1962	TOK	but		but\CC
1963	TOK	get		get\VMI----
1964	TOK	paid		pay\VMC----
1965	TOK	less		less\DDC7
1966	TOK	than		than\CS
1967	TOK	men		man\N5P
---	DLD	,		=\DELIM
##	TAG	<loc pos="P">
1968	TOK	because of		because_of\P
##	TAG	</loc>
1969	TOK	a		a\AI---S
1970	TOK	heavier		heavy\JC
1971	TOK	burden		burden\N5S
1972	TOK	of		of\P
1973	TOK	work		work\N5S
1974	TOK	in		in\P
1975	TOK	the		the\AT---6
1976	TOK	home		home\N5S
---	DLD	,		=\DELIM
1977	TOK	less		little\JC
1978	TOK	education		education\N5S
---	DLD	,		=\DELIM
1979	TOK	or		or\CC
1980	TOK	weaker		weak\JC
1981	TOK	access		access\N5S
1982	TOK	to		to\P
1983	TOK	better		good\JC
1984	TOK	paying		pay\VMG----
1985	TOK	jobs		job\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<loc pos="JA">
1986	TOK	Indian	BOS	indian\JA
##	TAG	</loc>
1987	TOK	scheduled		schedule\VMC----
1988	TOK	castes		caste\N5P
1989	TOK	are		be\V6FDR66
1990	TOK	confined		confine\VMC----
1991	TOK	to		to\P
1992	TOK	low		low\JA
---	DLI	-		=\DELIM
1993	TOK	paying		pay\VMG----
1994	TOK	work		work\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1995	TOK	Poor	BOS	poor\JA
1996	TOK	regions		region\N5P
---	DLD	,		=\DELIM
1997	TOK	such		such\JA
1998	TOK	as		as\P
1999	TOK	the		the\AT---6
2000	TOK	state		state\N5S
2001	TOK	of		of\P
##	TAG	<name>
2002	TOK	Chiapas		Chiapas\N46
##	TAG	</name>
2003	TOK	in		in\P
##	TAG	<name>
2004	TOK	Mexico		Mexico\N46
##	TAG	</name>
---	DLE	,		=\DELIM
2005	TOK	usually		usually\DGA7
2006	TOK	stay		stay\VMF6R66
2007	TOK	relatively		relatively\DGA7
2008	TOK	poor		poor\JA
2009	TOK	even		even\DGA7
2010	TOK	when		when\CS
2011	TOK	the		the\AT---6
2012	TOK	economy		economy\N5S
2013	TOK	as		as\P
2014	TOK	a		a\AI---S
2015	TOK	whole		whole\JA
2016	TOK	expands		expand\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
2017	TOK	Some	BOS	some\AG---6
2018	TOK	of		of\P
2019	TOK	these		this\AD---P
2020	TOK	groups		group\N5P
2021	TOK	do		do\V6FDR66
2022	TOK	gain		gain\VMI----
2023	TOK	from		from\P
2024	TOK	development		development\N5S
---	DLE	(		=\DELIM
2025	TOK	in		in\P
2026	TOK	particular		particular\JA
---	DLD	,		=\DELIM
2027	TOK	wage		wage\N5S
2028	TOK	differentials		differential\N5P
2029	TOK	between		between\P
2030	TOK	men		man\N5P
2031	TOK	and		and\CC
2032	TOK	women		woman\N5P
2033	TOK	usually		usually\DGA7
2034	TOK	decline		decline\VMF6R66
---	DLD	)		=\DELIM
---	DLD	,		=\DELIM
2035	TOK	but		but\CC
2036	TOK	others		other\RIP3N-
2037	TOK	miss		miss\VMF6R66
2038	TOK	out		out\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
2039	TOK	Helping	BOS	help\VMG----
2040	TOK	those		that\RDP3N-
2041	TOK	left		leave\VMC----
2042	TOK	out		out\DGA7
2043	TOK	is		be\V6FDRS3
2044	TOK	one		one\MCS
2045	TOK	of		of\P
2046	TOK	the		the\AT---6
2047	TOK	toughest		tough\JS
2048	TOK	problems		problem\N5P
2049	TOK	for		for\P
2050	TOK	policy		policy\N5S
---	DLD	,		=\DELIM
2051	TOK	for		for\P
2052	TOK	poor		poor\JA
2053	TOK	and		and\CC
2054	TOK	rich		rich\JA
2055	TOK	countries		country\N5P
2056	TOK	alike		alike\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
2057	TOK	From	BOS	from\P
2058	TOK	a		a\AI---S
2059	TOK	hard		hard\DGA7
---	DLI	-		=\DELIM
2060	TOK	headed		head\VMC----
2061	TOK	economic		economic\JA
2062	TOK	perspective		perspective\N5S
---	DLD	,		=\DELIM
2063	TOK	investing		invest\VMG----
2064	TOK	in		in\P
2065	TOK	such		such\JA
2066	TOK	people		people\N56
2067	TOK	may		may\VOFDR66
2068	TOK	seem		seem\VMI----
2069	TOK	a		a\AI---S
2070	TOK	poor		poor\JA
2071	TOK	risk		risk\N5S
---	DLD	,		=\DELIM
2072	TOK	because		because\CS
2073	TOK	many		many\RIP3N-
2074	TOK	are		be\V6FDR66
2075	TOK	old		old\JA
---	DLD	,		=\DELIM
2076	TOK	socially		socially\DGA7
2077	TOK	ill		ill\DGA7
2078	TOK	adapted		adapt\VMC----
2079	TOK	to		to\P
2080	TOK	work		work\VMI----
---	DLD	,		=\DELIM
2081	TOK	or		or\CC
2082	TOK	stuck		stick\VMC----
2083	TOK	in		in\P
2084	TOK	backward		backward\JA
2085	TOK	regions		region\N5P
---	DLD	,		=\DELIM
2086	TOK	but		but\CC
2087	TOK	concern		concern\N5S
2088	TOK	for		for\P
2089	TOK	their		their\APP3N6
2090	TOK	misery		misery\N5S
2091	TOK	and		and\CC
2092	TOK	for		for\P
2093	TOK	social		social\JA
2094	TOK	cohesion		cohesion\N5S
2095	TOK	demands		demand\VMFDRS3
2096	TOK	that		that\CS
2097	TOK	policy		policy\N5S
2098	TOK	reach		reach\VMF6R66
2099	TOK	out		out\DGA7
2100	TOK	to		to\P
2101	TOK	them		them\RPP3NA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
2102	TOK	The	BOS	the\AT---6
2103	TOK	longer		long\JC
2104	TOK	people		people\N56
2105	TOK	are		be\V6FDR66
2106	TOK	left		leave\VMC----
2107	TOK	behind		behind\P
---	DLD	,		=\DELIM
2108	TOK	the		the\AT---6
2109	TOK	harder		hard\JC
2110	TOK	it		it\RPS3N6
2111	TOK	becomes		become\VMFDRS3
2112	TOK	to		to\P
2113	TOK	break		break\VMI----
2114	TOK	self		self\RXS3N-
---	DLI	-		=\DELIM
2115	TOK	perpetuating		perpetuate\VMG----
2116	TOK	intergenerational		intergenerational\JA
2117	TOK	cycles		cycle\N5P
2118	TOK	of		of\P
2119	TOK	poverty		poverty\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
2120	TOK	Employment	BOS	employment\N5S
2121	TOK	in		in\P
2122	TOK	an		an\AI---S
2123	TOK	integrating		integrate\VMG----
2124	TOK	world	EOS	world\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
2126	TOK	The	BOS	the\AT---6
2127	TOK	share		share\N5S
2128	TOK	of		of\P
2129	TOK	manufactures		manufacture\N5P
2130	TOK	in		in\P
2131	TOK	developing		developing\JA
