##	TAG	<div1>
##	TAG	<head>
##	TAG	<name>
1	TOK	Randomised	BOS	Randomised\N46
619	TOK	clinical		clinical\JA
620	TOK	confidence		confidence\N5S
621	TOK	was		be\V6F-A66
622	TOK	required		require\VMC----
623	TOK	to		to\P
624	TOK	confirm		confirm\VMI----
625	TOK	each		each\AG---S
626	TOK	event		event\N5S
627	TOK	as		as\P
628	TOK	a		a\AI---S
629	TOK	clinical		clinical\JA
630	TOK	endpoint		endpoint\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
##	TAG	<name>
631	TOK	Randomisation	BOS	Randomisation\N46
##	TAG	</name>
tf	TOK		EOS	=\DELS
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
633	TOK	Eligible	BOS	eligible\JA
634	TOK	patients		patient\N5P
635	TOK	were		be\V6F-A66
636	TOK	randomly		randomly\DGA7
637	TOK	assigned		assign\VMC----
638	TOK	ritonavir		ritonavir\N5S
---	DLE	(		=\DELIM
##	TAG	<num>
639	TOK	600		600\X
##	TAG	</num>
640	TOK	mg		mg\N5S
641	TOK	in		in\P
642	TOK	a		a\AI---S
643	TOK	liquid		liquid\N5S
644	TOK	oral		oral\JA
645	TOK	solution		solution\N5S
646	TOK	twice		twice\DGA7
647	TOK	daily		daily\JA
---	DLD	)		=\DELIM
648	TOK	or		or\CC
649	TOK	a		a\AI---S
650	TOK	matching		match\VMG----
##	TAG	<foreign lang="LA" pos="N5S">
651	TOK	placebo		placebo\N5S
##	TAG	</foreign>
---	DLE	(		=\DELIM
652	TOK	liquid		liquid\N5S
653	TOK	oral		oral\JA
654	TOK	solution		solution\N5S
655	TOK	twice		twice\DGA7
656	TOK	daily		daily\JA
---	DLD	)		=\DELIM
657	TOK	by		by\P
658	TOK	means		mean\N56
659	TOK	of		of\P
660	TOK	a		a\AI---S
661	TOK	computer		computer\N5S
---	DLI	-		=\DELIM
662	TOK	generated		generate\VMC----
663	TOK	schedule		schedule\VMF6R66
---	DLE	(		=\DELIM
664	TOK	prepared		prepare\VMC----
665	TOK	by		by\P
##	TAG	<name>
666	TOK	Abbott Laboratories		Abbott_Laboratories\N46
##	TAG	</name>
---	DLE	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
667	TOK	The	BOS	the\AT---6
668	TOK	assignment		assignment\N5S
669	TOK	of		of\P
670	TOK	patients		patient\N5P
671	TOK	was		be\V6F-A66
672	TOK	done		do\VMC----
673	TOK	in		in\P
674	TOK	blocks		block\N5P
675	TOK	of		of\P
##	TAG	<num>
676	TOK	four		four\X
##	TAG	</num>
---	DLE	,		=\DELIM
677	TOK	stratified		stratify\VMC----
678	TOK	by		by\P
679	TOK	geographical		geographical\JA
680	TOK	region		region\N5S
---	DLE	(		=\DELIM
##	TAG	<name>
681	TOK	North America		North_America\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
682	TOK	Europe		Europe\N46
##	TAG	</name>
---	DLE	,		=\DELIM
683	TOK	and		and\CC
##	TAG	<name>
684	TOK	Australia		Australia\N46
##	TAG	</name>
---	DLE	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
686	TOK	Allocation	BOS	allocation\N5S
687	TOK	concealment		concealment\N5S
688	TOK	was		be\V6F-A66
689	TOK	ensured		ensure\VMC----
690	TOK	by		by\P
691	TOK	the		the\AT---6
692	TOK	use		use\N5S
693	TOK	of		of\P
694	TOK	an		an\AI---S
695	TOK	automated		automate\VMC----
696	TOK	voice		voice\N5S
---	DLI	-		=\DELIM
697	TOK	response		response\N5S
698	TOK	system		system\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
699	TOK	Procedures	BOS	procedure\N5P
tf	TOK		EOS	=\DELS
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
701	TOK	Patients	BOS	patient\N5P
702	TOK	who		who\RW63N-
703	TOK	gave		give\VMF6A66
704	TOK	informed		inform\VMC----
705	TOK	consent		consent\N5S
706	TOK	were		be\V6F-A66
707	TOK	screened		screen\VMC----
708	TOK	by		by\P
709	TOK	a		a\AI---S
710	TOK	complete		complete\JA
711	TOK	medical		medical\JA
712	TOK	history		history\N5S
713	TOK	and		and\CC
714	TOK	a		a\AI---S
715	TOK	review		review\N5S
716	TOK	of		of\P
717	TOK	concurrent		concurrent\JA
718	TOK	medications		medication\N5P
---	DLD	,		=\DELIM
719	TOK	a		a\AI---S
720	TOK	complete		complete\JA
721	TOK	physical		physical\JA
722	TOK	examination		examination\N5S
---	DLD	,		=\DELIM
723	TOK	electrocardiography		electrocardiography\N5S
---	DLD	,		=\DELIM
724	TOK	chest		chest\N5S
725	TOK	radiography		radiography\N5S
---	DLD	,		=\DELIM
726	TOK	counts		count\N5P
727	TOK	of		of\P
##	TAG	<name>
728	TOK	CD4		CD4\N46
##	TAG	</name>
729	TOK	and		and\CC
##	TAG	<name>
730	TOK	CD8		CD8\N46
##	TAG	</name>
731	TOK	lymphocytes		lymphocyte\N5P
---	DLD	,		=\DELIM
732	TOK	and		and\CC
733	TOK	routine		routine\JA
734	TOK	haematological		haematological\JA
735	TOK	and		and\CC
736	TOK	biochemical		biochemical\JA
737	TOK	laboratory		laboratory\N5S
738	TOK	studies		study\N5P
739	TOK	during		during\P
740	TOK	a		a\AI---S
##	TAG	<num>
741	TOK	28		28\X
##	TAG	</num>
---	DLE	-		=\DELIM
742	TOK	day		day\N5S
743	TOK	period		period\N5S
744	TOK	before		before\P
745	TOK	randomisation		randomisation\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
746	TOK	Baseline	BOS	baseline\N5S
747	TOK	counts		count\N5P
748	TOK	of		of\P
##	TAG	<name>
749	TOK	CD4		CD4\N46
##	TAG	</name>
750	TOK	and		and\CC
##	TAG	<name>
751	TOK	CD8		CD8\N46
##	TAG	</name>
752	TOK	lymphocytes		lymphocyte\N5P
753	TOK	and		and\CC
754	TOK	plasma		plasma\N5S
755	TOK	concentrations		concentration\N5P
756	TOK	of		of\P
##	TAG	<name>
757	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
758	TOK	1		1\X
##	TAG	</num>
##	TAG	<name>
759	TOK	RNA		RNA\N46
##	TAG	</name>
760	TOK	were		be\V6F-A66
761	TOK	defined		define\VMC----
762	TOK	as		as\P
763	TOK	the		the\AT---6
764	TOK	mean		mean\JA
765	TOK	of		of\P
##	TAG	<num>
766	TOK	two		two\X
##	TAG	</num>
767	TOK	such		such\JA
768	TOK	measures		measure\N5P
769	TOK	obtained		obtain\VMC----
770	TOK	during		during\P
771	TOK	the		the\AT---6
##	TAG	<num>
772	TOK	10		10\X
##	TAG	</num>
773	TOK	days		day\N5P
774	TOK	before		before\P
775	TOK	randomisation		randomisation\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
776	TOK	After	BOS	after\P
777	TOK	randomisation		randomisation\N5P
---	DLD	,		=\DELIM
778	TOK	medical		medical\JA
779	TOK	history		history\N5S
---	DLD	,		=\DELIM
780	TOK	physical		physical\JA
781	TOK	examination		examination\N5S
---	DLD	,		=\DELIM
782	TOK	laboratory		laboratory\N5S
783	TOK	testing		testing\N5S
784	TOK	for		for\P
785	TOK	toxic		toxic\JA
786	TOK	effects		effect\N5P
787	TOK	and		and\CC
788	TOK	surrogate		surrogate\N5S
789	TOK	markers		marker\N5P
---	DLD	,		=\DELIM
790	TOK	and		and\CC
791	TOK	compliance		compliance\N5S
792	TOK	checks		check\VMFDRS3
---	DLE	(		=\DELIM
793	TOK	by		by\P
794	TOK	measurement		measurement\N5S
795	TOK	of		of\P
796	TOK	residual		residual\JA
797	TOK	amounts		amount\N5P
798	TOK	of		of\P
799	TOK	study		study\N5S
800	TOK	medication		medication\N5S
---	DLD	)		=\DELIM
801	TOK	were		be\V6F-A66
802	TOK	repeated		repeat\VMC----
803	TOK	weekly		weekly\JA
804	TOK	for		for\P
805	TOK	the		the\AT---6
806	TOK	first		first\MOS
807	TOK	month		month\N5S
---	DLD	,		=\DELIM
808	TOK	every		every\AG---S
##	TAG	<num>
809	TOK	2		2\X
##	TAG	</num>
810	TOK	weeks		week\N5P
811	TOK	for		for\P
812	TOK	the		the\AT---6
813	TOK	next		next\JA
##	TAG	<num>
814	TOK	2		2\X
##	TAG	</num>
815	TOK	months		month\N5P
---	DLD	,		=\DELIM
816	TOK	and		and\CC
817	TOK	monthly		monthly\JA
818	TOK	thereafter		thereafter\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
819	TOK	The	BOS	the\AT---6
820	TOK	assessment		assessment\N5S
821	TOK	was		be\V6F-A66
822	TOK	repeated		repeat\VMC----
823	TOK	on		on\P
824	TOK	discontinuation		discontinuation\N5S
825	TOK	of		of\P
826	TOK	study		study\N5S
827	TOK	medication		medication\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
828	TOK	All	BOS	all\AG---6
829	TOK	haematological		haematological\JA
830	TOK	and		and\CC
831	TOK	biochemical		biochemical\JA
832	TOK	tests		test\N5P
833	TOK	were		be\V6F-A66
834	TOK	done		do\VMC----
835	TOK	in		in\P
836	TOK	central		central\JA
837	TOK	laboratories		laboratory\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
838	TOK	Treatment	BOS	treatment\N5S
839	TOK	and		and\CC
840	TOK	follow		follow\VMF6R66
---	DLI	-		=\DELIM
841	TOK	up	EOS	up\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
843	TOK	There	BOS	there\DGA7
844	TOK	were		be\V6F-A66
##	TAG	<num>
845	TOK	three		three\X
##	TAG	</num>
846	TOK	study		study\N5S
847	TOK	periods		period\N5P
848	TOK	of		of\P
849	TOK	drug		drug\N5S
850	TOK	management		management\N5S
851	TOK	with		with\P
852	TOK	study		study\N5S
853	TOK	medication		medication\N5S
854	TOK	and		and\CC
855	TOK	concurrent		concurrent\JA
856	TOK	anti		anti\JA
---	DLD	-		=\DELIM
##	TAG	<name>
857	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
858	TOK	1		1\X
##	TAG	</num>
859	TOK	treatment		treatment\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
860	TOK	During	BOS	during\P
861	TOK	the		the\AT---6
862	TOK	first		first\MOS
##	TAG	<num>
863	TOK	16		16\X
##	TAG	</num>
864	TOK	weeks		week\N5P
---	DLD	,		=\DELIM
865	TOK	patients		patient\N5P
866	TOK	received		receive\VMC----
867	TOK	masked		mask\VMC----
868	TOK	study		study\N5S
869	TOK	medication		medication\N5S
870	TOK	and		and\CC
871	TOK	baseline		baseline\N5S
872	TOK	concurrent		concurrent\JA
873	TOK	anti		anti\JA
---	DLD	-		=\DELIM
##	TAG	<name>
874	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
875	TOK	1		1\X
##	TAG	</num>
876	TOK	treatment		treatment\N5S
877	TOK	that		that\RW63N6
878	TOK	could		can\VOFDA66
879	TOK	not		not\DGA7
880	TOK	be		be\VMI----
881	TOK	changed		change\VMC----
882	TOK	under		under\P
883	TOK	the		the\AT---6
884	TOK	protocol		protocol\N5S
---	DLE	(		=\DELIM
885	TOK	unless		unless\CS
886	TOK	it		it\RPS3N6
887	TOK	had		have\V6F6A66
888	TOK	to		to\P
889	TOK	be		be\VMI----
890	TOK	stopped		stop\VMC----
891	TOK	for		for\P
892	TOK	intolerance		intolerance\N5S
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
893	TOK	During	BOS	during\P
894	TOK	the		the\AT---6
895	TOK	second		second\MOS
896	TOK	period		period\N5S
---	DLD	,		=\DELIM
897	TOK	from		from\P
##	TAG	<num>
898	TOK	16		16\X
##	TAG	</num>
899	TOK	weeks		week\N5P
900	TOK	after		after\P
901	TOK	randomisation		randomisation\N5S
902	TOK	until		until\P
903	TOK	provision		provision\N5S
904	TOK	of		of\P
905	TOK	open		open\VMI----
---	DLI	-		=\DELIM
906	TOK	label		label\N5S
907	TOK	ritonavir		ritonavir\N5S
908	TOK	to		to\P
909	TOK	all		all\AG---6
910	TOK	patients		patient\N5P
911	TOK	after		after\P
912	TOK	the		the\AT---6
913	TOK	primary		primary\JA
914	TOK	study		study\N5S
915	TOK	objective		objective\N5S
916	TOK	was		be\V6F-A66
917	TOK	met		meet\VMC----
---	DLD	,		=\DELIM
918	TOK	patients		patient\N5P
919	TOK	who		who\RW63N-
920	TOK	developed		develop\VMF6A66
921	TOK	a		a\AI---S
922	TOK	confirmed		confirm\VMC----
##	TAG	<name>
923	TOK	AIDS		AIDS\N46
##	TAG	</name>
---	DLE	-		=\DELIM
924	TOK	defining		define\VMG----
925	TOK	outcome		outcome\N5S
926	TOK	during		during\P
927	TOK	the		the\AT---6
928	TOK	first		first\MOS
929	TOK	or		or\CC
930	TOK	the		the\AT---6
931	TOK	second		second\MOS
932	TOK	period		period\N5S
933	TOK	were		be\V6F-A66
934	TOK	given		give\VMC----
935	TOK	ritonavir		ritonavir\N5S
936	TOK	openly		openly\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
937	TOK	Patients	BOS	patient\N5P
938	TOK	who		who\RW63N-
939	TOK	did		do\V6FDA66
940	TOK	not		not\DGA7
941	TOK	experience		experience\VMI----
942	TOK	an		an\AI---S
##	TAG	<name>
943	TOK	AIDS		AIDS\N46
##	TAG	</name>
---	DLE	-		=\DELIM
944	TOK	defining		define\VMG----
945	TOK	outcome		outcome\N5S
946	TOK	during		during\P
947	TOK	either		either\AG---6
948	TOK	period		period\N5S
949	TOK	remained		remain\VMC----
950	TOK	on		on\P
951	TOK	masked		mask\VMC----
952	TOK	study		study\N5S
953	TOK	medication		medication\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
954	TOK	In	BOS	in\P
955	TOK	addition		addition\N5S
---	DLD	,		=\DELIM
956	TOK	during		during\P
957	TOK	the		the\AT---6
958	TOK	second		second\MOS
959	TOK	period		period\N5S
960	TOK	physicians		physician\N5P
961	TOK	could		can\VOFDA66
962	TOK	alter		alter\VMI----
963	TOK	the		the\AT---6
964	TOK	concurrent		concurrent\JA
965	TOK	regimen		regimen\N5S
966	TOK	of		of\P
967	TOK	up		up\VMI----
968	TOK	to		to\P
##	TAG	<num>
969	TOK	two		two\X
##	TAG	</num>
970	TOK	licensed		license\VMC----
971	TOK	nucleosides		nucleoside\N5P
972	TOK	including		including\P
973	TOK	lamivudine		lamivudine\N5P
---	DLD	,		=\DELIM
974	TOK	which		which\RW63N-
975	TOK	became		become\VMF6A66
976	TOK	commercially		commercially\DGA7
977	TOK	available		available\JA
978	TOK	during		during\P
979	TOK	the		the\AT---6
980	TOK	study		study\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
981	TOK	During	BOS	during\P
982	TOK	the		the\AT---6
983	TOK	third		third\MOS
984	TOK	period		period\N5S
---	DLD	,		=\DELIM
985	TOK	after		after\P
986	TOK	the		the\AT---6
987	TOK	primary		primary\JA
988	TOK	objective		objective\N5S
989	TOK	was		be\V6F-A66
990	TOK	met		meet\VMC----
---	DLD	,		=\DELIM
991	TOK	all		all\AG---6
992	TOK	patients		patient\N5P
993	TOK	were		be\V6F-A66
994	TOK	offered		offer\VMC----
995	TOK	open		open\DGA7
---	DLI	-		=\DELIM
996	TOK	label		label\N5S
997	TOK	ritonavir		ritonavir\N5S
998	TOK	irrespective		irrespective\JA
999	TOK	of		of\P
1000	TOK	disease		disease\N5S
1001	TOK	status		status\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1002	TOK	Patients	BOS	patient\N5P
1003	TOK	who		who\RW63N-
1004	TOK	stopped		stop\VMF6A66
1005	TOK	masked		mask\VMC----
1006	TOK	study		study\N5S
1007	TOK	medication		medication\N5S
1008	TOK	continued		continue\VMC----
1009	TOK	scheduled		schedule\VMC----
1010	TOK	visits		visit\N5P
1011	TOK	throughout		throughout\P
1012	TOK	the		the\AT---6
1013	TOK	trial		trial\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1014	TOK	Adverse	BOS	adverse\JA
1015	TOK	events	EOS	event\N5P
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1017	TOK	Adverse	BOS	adverse\JA
1018	TOK	events		event\N5P
1019	TOK	were		be\V6F-A66
1020	TOK	defined		define\VMC----
1021	TOK	as		as\P
1022	TOK	any		any\AG---6
1023	TOK	change		change\N5S
1024	TOK	in		in\P
1025	TOK	a		a\AI---S
1026	TOK	clinical		clinical\JA
1027	TOK	sign		sign\N5S
1028	TOK	or		or\CC
1029	TOK	symptom		symptom\N5S
---	DLD	,		=\DELIM
1030	TOK	or		or\CC
1031	TOK	meaningful		meaningful\JA
1032	TOK	laboratory		laboratory\N5S
---	DLI	-		=\DELIM
1033	TOK	test		test\N5S
1034	TOK	abnormality		abnormality\N5S
---	DLD	,		=\DELIM
1035	TOK	excluding		exclude\VMG----
1036	TOK	disorders		disorder\N5P
1037	TOK	associated		associate\VMC----
1038	TOK	with		with\P
##	TAG	<name>
1039	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
1040	TOK	1		1\X
##	TAG	</num>
1041	TOK	infection		infection\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1042	TOK	All	BOS	all\AG---6
1043	TOK	adverse		adverse\JA
1044	TOK	events		event\N5P
1045	TOK	were		be\V6F-A66
1046	TOK	rated		rate\VMC----
##	TAG	<loc pos="P">
1047	TOK	according to		according_to\P
##	TAG	</loc>
1048	TOK	severity		severity\N5S
1049	TOK	and		and\CC
1050	TOK	relation		relation\N5S
1051	TOK	to		to\P
1052	TOK	study		study\N5S
1053	TOK	drug		drug\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1054	TOK	Statistical	BOS	statistical\JA
1055	TOK	analysis	EOS	analysis\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1057	TOK	Sample	BOS	sample\JA
---	DLI	-		=\DELIM
1058	TOK	size		size\N5S
1059	TOK	calculations		calculation\N5P
1060	TOK	were		be\V6F-A66
1061	TOK	based		base\VMC----
1062	TOK	on		on\P
1063	TOK	an		an\AI---S
1064	TOK	estimate		estimate\N5S
1065	TOK	that		that\CS
1066	TOK	the		the\AT---6
1067	TOK	annual		annual\JA
1068	TOK	rate		rate\N5S
1069	TOK	of		of\P
1070	TOK	disease		disease\N5S
1071	TOK	progression		progression\N5S
1072	TOK	or		or\CC
1073	TOK	death		death\N5S
1074	TOK	would		will\VOFDA66
1075	TOK	be		be\VMI----
##	TAG	<num>
1076	TOK	40		40\X
##	TAG	</num>
---	DLD	%		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1077	TOK	We	BOS	we\RPP1NN
1078	TOK	assumed		assume\VMF6A66
1079	TOK	that		that\CS
1080	TOK	up		up\P
1081	TOK	to		to\P
##	TAG	<na type="function">
1082	TOK	10% of		noanat\W
##	TAG	</na>
1083	TOK	the		the\AT---6
1084	TOK	patients		patient\N5P
1085	TOK	would		will\VOFDA66
1086	TOK	be		be\VMI----
1087	TOK	lost		lose\VMC----
1088	TOK	to		to\P
1089	TOK	followup		followup\N5S
1090	TOK	before		before\P
1091	TOK	experiencing		experience\VMG----
1092	TOK	an		an\AI---S
##	TAG	<name>
1093	TOK	AIDS		AIDS\N46
##	TAG	</name>
---	DLE	-		=\DELIM
1094	TOK	defining		define\VMG----
1095	TOK	outcome		outcome\N5S
1096	TOK	event		event\N5S
---	DLD	,		=\DELIM
1097	TOK	and		and\CC
1098	TOK	sought		seek\VMF6A66
##	TAG	<num>
1099	TOK	80		80\X
##	TAG	</num>
---	DLD	%		=\DELIM
1100	TOK	power		power\N5S
1101	TOK	to		to\P
1102	TOK	detect		detect\VMI----
1103	TOK	a		a\AI---S
1104	TOK	reduction		reduction\N5S
1105	TOK	of		of\P
##	TAG	<na type="function">
1106	TOK	33% in		noanat\W
##	TAG	</na>
1107	TOK	the		the\AT---6
1108	TOK	hazard		hazard\N5S
1109	TOK	ratio		ratio\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1110	TOK	With	BOS	with\P
1111	TOK	rapid		rapid\JA
1112	TOK	accrual		accrual\N5S
1113	TOK	of		of\P
1114	TOK	the		the\AT---6
1115	TOK	estimated		estimate\VMF6A66
##	TAG	<num>
1116	TOK	350		350\X
##	TAG	</num>
1117	TOK	patients		patient\N5P
1118	TOK	per		per\P
1119	TOK	treatment		treatment\N5S
1120	TOK	group		group\VMF6R66
---	DLD	,		=\DELIM
1121	TOK	the		the\AT---6
1122	TOK	final		final\JA
1123	TOK	analysis		analysis\N5S
1124	TOK	of		of\P
1125	TOK	disease		disease\N5S
1126	TOK	progression		progression\N5S
1127	TOK	or		or\CC
1128	TOK	death		death\N5S
1129	TOK	was		be\V6F-A66
1130	TOK	originally		originally\DGA7
1131	TOK	scheduled		schedule\VMC----
1132	TOK	to		to\P
1133	TOK	occur		occur\VMI----
1134	TOK	after		after\P
##	TAG	<num>
1135	TOK	191		191\X
##	TAG	</num>
1136	TOK	patients		patient\N5P
1137	TOK	experienced		experience\VMF6A66
1138	TOK	such		such\JA
1139	TOK	an		an\AI---S
1140	TOK	event		event\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1141	TOK	However	BOS	however\DGA7
---	DLD	,		=\DELIM
1142	TOK	because		because\CS
1143	TOK	accrual		accrual\N5S
1144	TOK	was		be\V6F-A66
1145	TOK	more		more\DDC7
1146	TOK	rapid		rapid\JA
1147	TOK	than		than\CS
1148	TOK	expected		expect\VMF6A66
---	DLD	,		=\DELIM
1149	TOK	the		the\AT---6
1150	TOK	sample		sample\JA
1151	TOK	size		size\N5S
1152	TOK	was		be\V6F-A66
1153	TOK	increased		increase\VMC----
1154	TOK	to		to\P
1155	TOK	about		about\DGA7
##	TAG	<num>
1156	TOK	500		500\X
##	TAG	</num>
1157	TOK	patients		patient\N5P
1158	TOK	per		per\P
1159	TOK	treatment		treatment\N5S
1160	TOK	group		group\N5S
1161	TOK	with		with\P
1162	TOK	the		the\AT---6
1163	TOK	final		final\JA
1164	TOK	analysis		analysis\N5S
1165	TOK	of		of\P
1166	TOK	disease		disease\N5S
1167	TOK	progression		progression\N5S
1168	TOK	or		or\CC
1169	TOK	death		death\N5S
1170	TOK	occurring		occur\VMG----
1171	TOK	after		after\P
1172	TOK	the		the\AT---6
1173	TOK	same		same\JA
1174	TOK	threshold		threshold\N5S
1175	TOK	of		of\P
1176	TOK	events		event\N5P
1177	TOK	was		be\V6F-A66
1178	TOK	achieved		achieve\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1179	TOK	All	BOS	all\AG---6
1180	TOK	analyses		analysis\N5P
1181	TOK	were		be\V6F-A66
1182	TOK	by		by\P
1183	TOK	intention		intention\N5S
1184	TOK	to		to\P
1185	TOK	treat		treat\VMI----
---	DLD	,		=\DELIM
1186	TOK	with		with\P
1187	TOK	two		two\MCP
---	DLI	-		=\DELIM
1188	TOK	sided		side\VMC----
1189	TOK	hypothesis		hypothesis\N5S
1190	TOK	tests		test\N5P
1191	TOK	at		at\P
1192	TOK	the		the\AT---6
1193	TOK	xxx		noanat\W
1194	TOK	level		level\N5S
1195	TOK	of		of\P
1196	TOK	significance		significance\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1197	TOK	Calculations	BOS	calculation\N5P
1198	TOK	were		be\V6F-A66
1199	TOK	done		do\VMC----
1200	TOK	with		with\P
##	TAG	<name>
1201	TOK	SAS		SAS\N46
##	TAG	</name>
1202	TOK	software		software\N5S
---	DLE	(		=\DELIM
1203	TOK	version		version\N5S
##	TAG	<num>
1204	TOK	6		6\X
##	TAG	</num>
---	DLE	,		=\DELIM
##	TAG	<num>
1205	TOK	4th		4th\X
##	TAG	</num>
1206	TOK	edition		edition\N5S
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1207	TOK	Time	BOS	time\N5S
1208	TOK	to		to\P
1209	TOK	disease		disease\N5S
1210	TOK	progression		progression\N5S
1211	TOK	or		or\CC
1212	TOK	death		death\N5S
---	DLD	,		=\DELIM
##	TAG	<loc pos="DGA7">
1213	TOK	as well as		as_well_as\DGA7
##	TAG	</loc>
1214	TOK	the		the\AT---6
1215	TOK	time		time\N5S
1216	TOK	to		to\P
1217	TOK	death		death\N5S
1218	TOK	from		from\P
1219	TOK	any		any\AG---6
1220	TOK	cause		cause\VMF6R66
---	DLD	,		=\DELIM
1221	TOK	were		be\V6F-A66
1222	TOK	analysed		analyse\VMC----
1223	TOK	with		with\P
1224	TOK	a		a\AI---S
##	TAG	<name>
1225	TOK	Cox		Cox\N46
##	TAG	</name>
1226	TOK	proportional		proportional\JA
---	DLI	-		=\DELIM
1227	TOK	hazards		hazard\N5P
1228	TOK	model		model\N5S
1229	TOK	stratified		stratify\VMC----
1230	TOK	by		by\P
1231	TOK	geographical		geographical\JA
1232	TOK	region		region\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1233	TOK	Comparisons	BOS	comparison\N5P
1234	TOK	between		between\P
1235	TOK	randomisation		randomisation\N5S
1236	TOK	groups		group\N5P
1237	TOK	used		use\VMF6A66
1238	TOK	the		the\AT---6
1239	TOK	log		log\N5S
---	DLI	-		=\DELIM
1240	TOK	rank		rank\JA
1241	TOK	test		test\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1242	TOK	In	BOS	in\P
1243	TOK	addition		addition\N5S
---	DLD	,		=\DELIM
1244	TOK	unstratified		unstratified\JA
##	TAG	<name>
1245	TOK	Kaplan-Meier		Kaplan-Meier\N46
##	TAG	</name>
1246	TOK	curves		curve\N5P
1247	TOK	were		be\V6F-A66
1248	TOK	used		use\VMC----
1249	TOK	to		to\P
1250	TOK	display		display\VMI----
1251	TOK	these		this\AD---P
1252	TOK	data		data\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1253	TOK	The	BOS	the\AT---6
1254	TOK	assumption		assumption\N5S
1255	TOK	of		of\P
1256	TOK	a		a\AI---S
1257	TOK	constant		constant\JA
1258	TOK	hazard		hazard\N5S
1259	TOK	ratio		ratio\N5S
1260	TOK	over		over\P
1261	TOK	time		time\N5S
1262	TOK	was		be\V6F-A66
1263	TOK	tested		test\VMC----
1264	TOK	by		by\P
1265	TOK	calculating		calculate\VMG----
1266	TOK	the		the\AT---6
1267	TOK	logarithm		logarithm\N5S
1268	TOK	of		of\P
1269	TOK	the		the\AT---6
1270	TOK	negative		negative\JA
1271	TOK	logarithm		logarithm\N5S
1272	TOK	of		of\P
1273	TOK	the		the\AT---6
##	TAG	<name>
1274	TOK	Kaplan-Meier		Kaplan-Meier\N46
##	TAG	</name>
1275	TOK	estimates		estimate\N5P
1276	TOK	for		for\P
1277	TOK	intergroup		intergroup\N5S
1278	TOK	parallelism		parallelism\N5S
1279	TOK	within		within\P
1280	TOK	geographic		geographic\JA
1281	TOK	region		region\N5S
