##	TAG	<div1>
##	TAG	<head>
1	TOK	CITES	BOS	cite\VMFDRS3
##	TAG	<name>
1358	TOK	State		State\N46
##	TAG	</name>
1359	TOK	for		for\P
1360	TOK	specimens		specimen\N5P
1361	TOK	of		of\P
1362	TOK	species		species\N56
1363	TOK	included		include\VMC----
1364	TOK	in		in\P
##	TAG	<name>
1365	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1366	TOK	II		II\X
##	TAG	</num>
1367	TOK	and		and\CC
1368	TOK	the		the\AT---6
1369	TOK	actual		actual\JA
1370	TOK	exports		export\N5P
1371	TOK	of		of\P
1372	TOK	such		such\JA
1373	TOK	specimens		specimen\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
1374	TOK	Whenever	BOS	whenever\CS
1375	TOK	a		a\AI---S
##	TAG	<name>
1376	TOK	Scientific Authority		Scientific_Authority\N46
##	TAG	</name>
1377	TOK	determines		determine\VMFDRS3
1378	TOK	that		that\CS
1379	TOK	the		the\AT---6
1380	TOK	export		export\N5S
1381	TOK	of		of\P
1382	TOK	specimens		specimen\N5P
1383	TOK	of		of\P
1384	TOK	any		any\AG---6
1385	TOK	such		such\JA
1386	TOK	species		species\N56
1387	TOK	should		shall\VOFDA66
1388	TOK	be		be\VMI----
1389	TOK	limited		limit\VMC----
##	TAG	<loc pos="P">
1390	TOK	in order to		in_order_to\P
##	TAG	</loc>
1391	TOK	maintain		maintain\VMI----
1392	TOK	that		that\CS
1393	TOK	species		species\N56
1394	TOK	throughout		throughout\P
1395	TOK	its		its\APS3N6
1396	TOK	range		range\N5S
1397	TOK	at		at\P
1398	TOK	a		a\AI---S
1399	TOK	level		level\N5S
1400	TOK	consistent		consistent\JA
1401	TOK	with		with\P
1402	TOK	its		its\APS3N6
1403	TOK	role		role\N5S
1404	TOK	in		in\P
1405	TOK	the		the\AT---6
1406	TOK	ecosystems		ecosystem\N5P
1407	TOK	in		in\P
1408	TOK	which		which\RW63N-
1409	TOK	it		it\RPS3N6
1410	TOK	occurs		occur\VMFDRS3
1411	TOK	and		and\CC
1412	TOK	well		well\DGA7
1413	TOK	above		above\P
1414	TOK	the		the\AT---6
1415	TOK	level		level\N5S
1416	TOK	at		at\P
1417	TOK	which		which\RW63N-
1418	TOK	that		that\AD---S
1419	TOK	species		species\N56
1420	TOK	might		may\VOFDR66
1421	TOK	become		become\VMI----
1422	TOK	eligible		eligible\JA
1423	TOK	for		for\P
1424	TOK	inclusion		inclusion\N5S
1425	TOK	in		in\P
##	TAG	<name>
1426	TOK	Appendix I		Appendix_I\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1427	TOK	the		the\AT---6
##	TAG	<name>
1428	TOK	Scientific Authority		Scientific_Authority\N46
##	TAG	</name>
1429	TOK	shall		shall\VOFDR66
1430	TOK	advise		advise\VMI----
1431	TOK	the		the\AT---6
1432	TOK	appropriate		appropriate\JA
##	TAG	<name>
1433	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1434	TOK	of		of\P
1435	TOK	suitable		suitable\JA
1436	TOK	measures		measure\N5P
1437	TOK	to		to\P
1438	TOK	be		be\VMI----
1439	TOK	taken		take\VMC----
1440	TOK	to		to\P
1441	TOK	limit		limit\VMI----
1442	TOK	the		the\AT---6
1443	TOK	grant		grant\N5S
1444	TOK	of		of\P
1445	TOK	export		export\N5S
1446	TOK	permits		permit\N5P
1447	TOK	for		for\P
1448	TOK	specimens		specimen\N5P
1449	TOK	of		of\P
1450	TOK	that		that\AD---S
1451	TOK	species		species\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1452	TOK	The	BOS	the\AT---6
1453	TOK	import		import\N5S
1454	TOK	of		of\P
1455	TOK	any		any\AG---6
1456	TOK	specimen		specimen\N5S
1457	TOK	of		of\P
1458	TOK	a		a\AI---S
1459	TOK	species		species\N56
1460	TOK	included		include\VMC----
1461	TOK	in		in\P
##	TAG	<name>
1462	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1463	TOK	II		II\X
##	TAG	</num>
1464	TOK	shall		shall\VOFDR66
1465	TOK	require		require\VMI----
1466	TOK	the		the\AT---6
1467	TOK	prior		prior\JA
1468	TOK	presentation		presentation\N5S
1469	TOK	of		of\P
1470	TOK	either		either\RIP3N-
1471	TOK	an		an\AI---S
1472	TOK	export		export\N5S
1473	TOK	permit		permit\N5S
1474	TOK	or		or\CC
1475	TOK	a		a\AI---S
1476	TOK	re		re\P
---	DLI	-		=\DELIM
1477	TOK	export		export\N5S
1478	TOK	certificate		certificate\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1479	TOK	The	BOS	the\JA
1480	TOK	re		re\P
---	DLI	-		=\DELIM
1481	TOK	export		export\N5S
1482	TOK	of		of\P
1483	TOK	any		any\AG---6
1484	TOK	specimen		specimen\N5S
1485	TOK	of		of\P
1486	TOK	a		a\AI---S
1487	TOK	species		species\N56
1488	TOK	included		include\VMC----
1489	TOK	in		in\P
##	TAG	<name>
1490	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1491	TOK	II		II\X
##	TAG	</num>
1492	TOK	shall		shall\VOFDR66
1493	TOK	require		require\VMI----
1494	TOK	the		the\AT---6
1495	TOK	prior		prior\JA
1496	TOK	grant		grant\N5S
1497	TOK	and		and\CC
1498	TOK	presentation		presentation\N5S
1499	TOK	of		of\P
1500	TOK	a		a\AI---S
1501	TOK	re		re\P
---	DLI	-		=\DELIM
1502	TOK	export		export\N5S
##	TAG	<abbr>
1503	TOK	certificate.		certificate.\N5P
##	TAG	</abbr>
1504	TOK	a		a\AI---S
1505	TOK	a		a\AI---S
##	TAG	<name>
1506	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1507	TOK	of		of\P
1508	TOK	the		the\AT---6
##	TAG	<name>
1509	TOK	State		State\N46
##	TAG	</name>
1510	TOK	of		of\P
1511	TOK	re		re\P
---	DLD	-		=\DELIM
1512	TOK	export		export\N5S
1513	TOK	is		be\V6FDRS3
1514	TOK	satisfied		satisfy\VMC----
1515	TOK	that		that\CS
1516	TOK	the		the\AT---6
1517	TOK	specimen		specimen\N5S
1518	TOK	was		be\V6F-A66
1519	TOK	imported		import\VMC----
1520	TOK	into		into\P
1521	TOK	that		that\AD---S
##	TAG	<name>
1522	TOK	State		State\N46
##	TAG	</name>
1523	TOK	in		in\P
1524	TOK	accordance		accordance\N5S
1525	TOK	with		with\P
1526	TOK	the		the\AT---6
1527	TOK	provisions		provision\N5P
1528	TOK	of		of\P
1529	TOK	the		the\AT---6
1530	TOK	present		present\JA
##	TAG	<name>
1531	TOK	Convention		Convention\N46
##	TAG	</name>
---	DLD	;		=\DELIM
1532	TOK	and		and\CC
1533	TOK	b		b\N5S
1534	TOK	a		a\AI---S
##	TAG	<name>
1535	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1536	TOK	of		of\P
1537	TOK	the		the\AT---6
##	TAG	<name>
1538	TOK	State		State\N46
##	TAG	</name>
1539	TOK	of		of\P
1540	TOK	re		re\P
---	DLD	-		=\DELIM
1541	TOK	export		export\N5S
1542	TOK	is		be\V6FDRS3
1543	TOK	satisfied		satisfy\VMC----
1544	TOK	that		that\CS
1545	TOK	any		any\AG---6
1546	TOK	living		living\JA
1547	TOK	specimen		specimen\N5S
1548	TOK	will		will\VOFDR66
1549	TOK	be		be\VMI----
1550	TOK	so		so\DGA7
1551	TOK	prepared		prepare\VMC----
1552	TOK	and		and\CC
1553	TOK	shipped		ship\VMC----
##	TAG	<loc pos="P">
1554	TOK	as to		as_to\P
##	TAG	</loc>
1555	TOK	minimize		minimize\VMI----
1556	TOK	the		the\AT---6
1557	TOK	risk		risk\N5S
1558	TOK	of		of\P
1559	TOK	injury		injury\N5S
---	DLD	,		=\DELIM
1560	TOK	damage		damage\N5S
1561	TOK	to		to\P
1562	TOK	health		health\N5S
1563	TOK	or		or\CC
1564	TOK	cruel		cruel\JA
1565	TOK	treatment		treatment\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1566	TOK	The	BOS	the\AT---6
1567	TOK	introduction		introduction\N5S
1568	TOK	from		from\P
1569	TOK	the		the\AT---6
1570	TOK	sea		sea\N5S
1571	TOK	of		of\P
1572	TOK	any		any\AG---6
1573	TOK	specimen		specimen\N5S
1574	TOK	of		of\P
1575	TOK	a		a\AI---S
1576	TOK	species		species\N56
1577	TOK	included		include\VMC----
1578	TOK	in		in\P
##	TAG	<name>
1579	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1580	TOK	II		II\X
##	TAG	</num>
1581	TOK	shall		shall\VOFDR66
1582	TOK	require		require\VMI----
1583	TOK	the		the\AT---6
1584	TOK	prior		prior\JA
1585	TOK	grant		grant\N5S
1586	TOK	of		of\P
1587	TOK	a		a\AI---S
1588	TOK	certificate		certificate\N5S
1589	TOK	from		from\P
1590	TOK	a		a\AI---S
##	TAG	<name>
1591	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1592	TOK	of		of\P
1593	TOK	the		the\AT---6
##	TAG	<name>
1594	TOK	State		State\N46
##	TAG	</name>
1595	TOK	of		of\P
##	TAG	<abbr>
1596	TOK	introduction.		introduction.\JA
##	TAG	</abbr>
1597	TOK	a		a\AI---S
1598	TOK	a		a\AI---S
##	TAG	<name>
1599	TOK	Scientific Authority		Scientific_Authority\N46
##	TAG	</name>
1600	TOK	of		of\P
1601	TOK	the		the\AT---6
##	TAG	<name>
1602	TOK	State		State\N46
##	TAG	</name>
1603	TOK	of		of\P
1604	TOK	introduction		introduction\N5S
1605	TOK	advises		advise\VMFDRS3
1606	TOK	that		that\CS
1607	TOK	the		the\AT---6
1608	TOK	introduction		introduction\N5S
1609	TOK	will		will\VOFDR66
1610	TOK	not		not\DGA7
1611	TOK	be		be\VMI----
1612	TOK	detrimental		detrimental\JA
1613	TOK	to		to\P
1614	TOK	the		the\AT---6
1615	TOK	survival		survival\N5S
1616	TOK	of		of\P
1617	TOK	the		the\AT---6
1618	TOK	species		species\N56
1619	TOK	involved		involve\VMF6A66
---	DLD	;		=\DELIM
1620	TOK	and		and\CC
1621	TOK	b		b\N5S
1622	TOK	a		a\AI---S
##	TAG	<name>
1623	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1624	TOK	of		of\P
1625	TOK	the		the\AT---6
##	TAG	<name>
1626	TOK	State		State\N46
##	TAG	</name>
1627	TOK	of		of\P
1628	TOK	introduction		introduction\N5S
1629	TOK	is		be\V6FDRS3
1630	TOK	satisfied		satisfy\VMC----
1631	TOK	that		that\CS
1632	TOK	any		any\AG---6
1633	TOK	living		living\JA
1634	TOK	specimen		specimen\N5S
1635	TOK	will		will\VOFDR66
1636	TOK	be		be\VMI----
1637	TOK	so		so\DGA7
1638	TOK	handled		handle\VMC----
##	TAG	<loc pos="P">
1639	TOK	as to		as_to\P
##	TAG	</loc>
1640	TOK	minimize		minimize\VMI----
1641	TOK	the		the\AT---6
1642	TOK	risk		risk\N5S
1643	TOK	of		of\P
1644	TOK	injury		injury\N5S
---	DLD	,		=\DELIM
1645	TOK	damage		damage\N5S
1646	TOK	to		to\P
1647	TOK	health		health\N5S
1648	TOK	or		or\CC
1649	TOK	cruel		cruel\JA
1650	TOK	treatment		treatment\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1651	TOK	Certificates	BOS	certificate\N5P
1652	TOK	referred		refer\VMC----
1653	TOK	to		to\P
1654	TOK	in		in\P
1655	TOK	paragraph		paragraph\N5S
##	TAG	<num>
1656	TOK	6		6\X
##	TAG	</num>
1657	TOK	of		of\P
1658	TOK	this		this\AD---S
##	TAG	<name>
1659	TOK	Article		Article\N46
##	TAG	</name>
1660	TOK	may		may\VOFDR66
1661	TOK	be		be\VMI----
1662	TOK	granted		grant\VMC----
1663	TOK	on		on\P
1664	TOK	the		the\AT---6
1665	TOK	advice		advice\N5S
1666	TOK	of		of\P
1667	TOK	a		a\AI---S
##	TAG	<name>
1668	TOK	Scientific Authority		Scientific_Authority\N46
##	TAG	</name>
---	DLE	,		=\DELIM
1669	TOK	in		in\P
1670	TOK	consultation		consultation\N5S
1671	TOK	with		with\P
1672	TOK	other		other\JA
1673	TOK	national		national\JA
1674	TOK	scientific		scientific\JA
1675	TOK	authorities		authority\N5P
1676	TOK	or		or\CC
---	DLD	,		=\DELIM
1677	TOK	when		when\CS
1678	TOK	appropriate		appropriate\JA
---	DLD	,		=\DELIM
1679	TOK	international		international\JA
1680	TOK	scientific		scientific\JA
1681	TOK	authorities		authority\N5P
---	DLD	,		=\DELIM
1682	TOK	in		in\P
1683	TOK	respect		respect\N5S
1684	TOK	of		of\P
1685	TOK	periods		period\N5P
1686	TOK	not		not\DGA7
1687	TOK	exceeding		exceed\VMG----
1688	TOK	one		one\MCS
1689	TOK	year		year\N5S
1690	TOK	for		for\P
1691	TOK	total		total\JA
1692	TOK	numbers		number\N5P
1693	TOK	of		of\P
1694	TOK	specimens		specimen\N5P
1695	TOK	to		to\P
1696	TOK	be		be\VMI----
1697	TOK	introduced		introduce\VMC----
1698	TOK	in		in\P
1699	TOK	such		such\JA
1700	TOK	periods		period\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1701	TOK	Article	BOS	article\N5S
1702	TOK	V	EOS	V\N5P
##	TAG	</head>
##	TAG	<head>
1704	TOK	Regulation	BOS	regulation\N5S
1705	TOK	of		of\P
##	TAG	<name>
1706	TOK	Trade		Trade\N46
##	TAG	</name>
1707	TOK	in		in\P
##	TAG	<name>
1708	TOK	Specimens of Species Included		Specimens_of_Species_Included\N46
##	TAG	</name>
1709	TOK	in		in\P
##	TAG	<name>
1710	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1711	TOK	III	EOS	III\X
##	TAG	</num>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1713	TOK	All	BOS	all\AG---6
1714	TOK	trade		trade\N5S
1715	TOK	in		in\P
1716	TOK	specimens		specimen\N5P
1717	TOK	of		of\P
1718	TOK	species		species\N56
1719	TOK	included		include\VMC----
1720	TOK	in		in\P
##	TAG	<name>
1721	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1722	TOK	III		III\X
##	TAG	</num>
1723	TOK	shall		shall\VOFDR66
1724	TOK	be		be\VMI----
1725	TOK	in		in\P
1726	TOK	accordance		accordance\N5S
1727	TOK	with		with\P
1728	TOK	the		the\AT---6
1729	TOK	provisions		provision\N5P
1730	TOK	of		of\P
1731	TOK	this		this\AD---S
##	TAG	<name>
1732	TOK	Article		Article\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1733	TOK	The	BOS	the\AT---6
1734	TOK	export		export\N5S
1735	TOK	of		of\P
1736	TOK	any		any\AG---6
1737	TOK	specimen		specimen\N5S
1738	TOK	of		of\P
1739	TOK	a		a\AI---S
1740	TOK	species		species\N56
1741	TOK	included		include\VMC----
1742	TOK	in		in\P
##	TAG	<name>
1743	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1744	TOK	III		III\X
##	TAG	</num>
1745	TOK	from		from\P
1746	TOK	any		any\AG---6
##	TAG	<name>
1747	TOK	State		State\N46
##	TAG	</name>
1748	TOK	which		which\RW63N-
1749	TOK	has		have\V6FDRS3
1750	TOK	included		include\VMC----
1751	TOK	that		that\CS
1752	TOK	species		species\N56
1753	TOK	in		in\P
##	TAG	<name>
1754	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1755	TOK	III		III\X
##	TAG	</num>
1756	TOK	shall		shall\VOFDR66
1757	TOK	require		require\VMI----
1758	TOK	the		the\AT---6
1759	TOK	prior		prior\JA
1760	TOK	grant		grant\N5S
1761	TOK	and		and\CC
1762	TOK	presentation		presentation\N5S
1763	TOK	of		of\P
1764	TOK	an		an\AI---S
1765	TOK	export		export\N5S
##	TAG	<abbr>
1766	TOK	permit.		permit.\N5P
##	TAG	</abbr>
1767	TOK	a		a\AI---S
1768	TOK	a		a\AI---S
##	TAG	<name>
1769	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1770	TOK	of		of\P
1771	TOK	the		the\AT---6
##	TAG	<name>
1772	TOK	State		State\N46
##	TAG	</name>
1773	TOK	of		of\P
1774	TOK	export		export\N5S
1775	TOK	is		be\V6FDRS3
1776	TOK	satisfied		satisfy\VMC----
1777	TOK	that		that\CS
1778	TOK	the		the\AT---6
1779	TOK	specimen		specimen\N5S
1780	TOK	was		be\V6F-A66
1781	TOK	not		not\DGA7
1782	TOK	obtained		obtain\VMC----
1783	TOK	in		in\P
1784	TOK	contravention		contravention\N5S
1785	TOK	of		of\P
1786	TOK	the		the\AT---6
1787	TOK	laws		law\N5P
1788	TOK	of		of\P
1789	TOK	that		that\AD---S
##	TAG	<name>
1790	TOK	State		State\N46
##	TAG	</name>
1791	TOK	for		for\P
1792	TOK	the		the\AT---6
1793	TOK	protection		protection\N5S
1794	TOK	of		of\P
1795	TOK	fauna		fauna\N5S
1796	TOK	and		and\CC
##	TAG	<name>
1797	TOK	flora		flora\N46
##	TAG	</name>
---	DLD	;		=\DELIM
1798	TOK	and		and\CC
1799	TOK	b		b\N5S
1800	TOK	a		a\AI---S
##	TAG	<name>
1801	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1802	TOK	of		of\P
1803	TOK	the		the\AT---6
##	TAG	<name>
1804	TOK	State		State\N46
##	TAG	</name>
1805	TOK	of		of\P
1806	TOK	export		export\N5S
1807	TOK	is		be\V6FDRS3
1808	TOK	satisfied		satisfy\VMC----
1809	TOK	that		that\CS
1810	TOK	any		any\AG---6
1811	TOK	living		living\JA
1812	TOK	specimen		specimen\N5S
1813	TOK	will		will\VOFDR66
1814	TOK	be		be\VMI----
1815	TOK	so		so\DGA7
1816	TOK	prepared		prepare\VMC----
1817	TOK	and		and\CC
1818	TOK	shipped		ship\VMC----
##	TAG	<loc pos="P">
1819	TOK	as to		as_to\P
##	TAG	</loc>
1820	TOK	minimize		minimize\VMI----
1821	TOK	the		the\AT---6
1822	TOK	risk		risk\N5S
1823	TOK	of		of\P
1824	TOK	injury		injury\N5S
---	DLD	,		=\DELIM
1825	TOK	damage		damage\N5S
1826	TOK	to		to\P
1827	TOK	health		health\N5S
1828	TOK	or		or\CC
1829	TOK	cruel		cruel\JA
1830	TOK	treatment		treatment\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1831	TOK	The	BOS	the\AT---6
1832	TOK	import		import\N5S
1833	TOK	of		of\P
1834	TOK	any		any\AG---6
1835	TOK	specimen		specimen\N5S
1836	TOK	of		of\P
1837	TOK	a		a\AI---S
1838	TOK	species		species\N56
1839	TOK	included		include\VMC----
1840	TOK	in		in\P
##	TAG	<name>
1841	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1842	TOK	III		III\X
##	TAG	</num>
1843	TOK	shall		shall\VOFDR66
1844	TOK	require		require\VMI----
---	DLD	,		=\DELIM
1845	TOK	except		except\CS
1846	TOK	in		in\P
1847	TOK	circumstances		circumstance\N5P
1848	TOK	to		to\P
1849	TOK	which		which\RW63N-
1850	TOK	paragraph		paragraph\N5S
##	TAG	<num>
1851	TOK	4		4\X
##	TAG	</num>
1852	TOK	of		of\P
1853	TOK	this		this\AD---S
##	TAG	<name>
1854	TOK	Article		Article\N46
##	TAG	</name>
1855	TOK	applies		apply\VMFDRS3
---	DLD	,		=\DELIM
1856	TOK	the		the\AT---6
1857	TOK	prior		prior\JA
1858	TOK	presentation		presentation\N5S
1859	TOK	of		of\P
1860	TOK	a		a\AI---S
1861	TOK	certificate		certificate\N5S
1862	TOK	of		of\P
1863	TOK	origin		origin\N5S
1864	TOK	and		and\CC
---	DLD	,		=\DELIM
1865	TOK	where		where\CS
1866	TOK	the		the\AT---6
1867	TOK	import		import\N5S
1868	TOK	is		be\V6FDRS3
1869	TOK	from		from\P
1870	TOK	a		a\AI---S
##	TAG	<name>
1871	TOK	State		State\N46
##	TAG	</name>
1872	TOK	which		which\RW63N-
1873	TOK	has		have\V6FDRS3
1874	TOK	included		include\VMC----
1875	TOK	that		that\CS
1876	TOK	species		species\N56
1877	TOK	in		in\P
##	TAG	<name>
1878	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1879	TOK	III		III\X
##	TAG	</num>
---	DLE	,		=\DELIM
1880	TOK	an		an\AI---S
1881	TOK	export		export\N5S
1882	TOK	permit		permit\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1883	TOK	In	BOS	in\P
1884	TOK	the		the\AT---6
1885	TOK	case		case\N5S
1886	TOK	of		of\P
1887	TOK	re		re\P
---	DLI	-		=\DELIM
1888	TOK	export		export\N5S
---	DLD	,		=\DELIM
1889	TOK	a		a\AI---S
1890	TOK	certificate		certificate\N5S
1891	TOK	granted		grant\VMC----
1892	TOK	by		by\P
1893	TOK	the		the\AT---6
##	TAG	<name>
1894	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
1895	TOK	of		of\P
1896	TOK	the		the\AT---6
##	TAG	<name>
1897	TOK	State		State\N46
##	TAG	</name>
1898	TOK	of		of\P
1899	TOK	re		re\P
---	DLI	-		=\DELIM
1900	TOK	export		export\N5S
1901	TOK	that		that\CS
1902	TOK	the		the\AT---6
1903	TOK	specimen		specimen\N5S
1904	TOK	was		be\V6F-A66
1905	TOK	processed		process\VMC----
1906	TOK	in		in\P
1907	TOK	that		that\AD---S
##	TAG	<name>
1908	TOK	State		State\N46
##	TAG	</name>
1909	TOK	or		or\CC
1910	TOK	is		be\V6FDRS3
1911	TOK	being		be\VMG----
1912	TOK	re		re\P
---	DLI	-		=\DELIM
1913	TOK	exported		export\VMC----
1914	TOK	shall		shall\VOFDR66
1915	TOK	be		be\VMI----
1916	TOK	accepted		accept\VMC----
1917	TOK	by		by\P
1918	TOK	the		the\AT---6
##	TAG	<name>
1919	TOK	State		State\N46
##	TAG	</name>
1920	TOK	of		of\P
1921	TOK	import		import\N5S
1922	TOK	as		as\P
1923	TOK	evidence		evidence\N5S
1924	TOK	that		that\CS
1925	TOK	the		the\AT---6
1926	TOK	provisions		provision\N5P
1927	TOK	of		of\P
1928	TOK	the		the\AT---6
1929	TOK	present		present\JA
##	TAG	<name>
1930	TOK	Convention		Convention\N46
##	TAG	</name>
1931	TOK	have		have\V6F6R66
1932	TOK	been		be\VMC----
1933	TOK	complied		comply\VMC----
1934	TOK	with		with\P
1935	TOK	in		in\P
1936	TOK	respect		respect\N5S
1937	TOK	of		of\P
1938	TOK	the		the\AT---6
1939	TOK	specimen		specimen\N5S
1940	TOK	concerned		concern\VMF6A66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
1941	TOK	Article	BOS	article\N5S
##	TAG	<num>
1942	TOK	VI	EOS	VI\X
##	TAG	</num>
##	TAG	</head>
##	TAG	<head>
1944	TOK	Permits	BOS	permit\N5P
1945	TOK	and		and\CC
##	TAG	<name>
1946	TOK	Certificates	EOS	Certificates\N46
##	TAG	</name>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
1948	TOK	Permits	BOS	permit\N5P
1949	TOK	and		and\CC
1950	TOK	certificates		certificate\N5P
1951	TOK	granted		grant\VMC----
1952	TOK	under		under\P
1953	TOK	the		the\AT---6
1954	TOK	provisions		provision\N5P
1955	TOK	of		of\P
##	TAG	<name>
1956	TOK	Articles		Articles\N46
##	TAG	</name>
##	TAG	<date pos="T" ISO8601="-04-03">
1957	TOK	III, IV		III,_IV\T
##	TAG	</date>
---	DLE	,		=\DELIM
1958	TOK	and		and\CC
1959	TOK	V		v\N5S
1960	TOK	shall		shall\VOFDR66
1961	TOK	be		be\VMI----
1962	TOK	in		in\P
1963	TOK	accordance		accordance\N5S
1964	TOK	with		with\P
1965	TOK	the		the\AT---6
1966	TOK	provisions		provision\N5P
1967	TOK	of		of\P
1968	TOK	this		this\AD---S
##	TAG	<name>
1969	TOK	Article		Article\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
1970	TOK	An	BOS	an\AI---S
1971	TOK	export		export\N5S
1972	TOK	permit		permit\N5S
1973	TOK	shall		shall\VOFDR66
1974	TOK	contain		contain\VMI----
1975	TOK	the		the\AT---6
1976	TOK	information		information\N5S
1977	TOK	specified		specify\VMC----
1978	TOK	in		in\P
1979	TOK	the		the\AT---6
1980	TOK	model		model\N5S
1981	TOK	set		set\VMC----
1982	TOK	forth		forth\DGA7
1983	TOK	in		in\P
##	TAG	<name>
1984	TOK	Appendix		Appendix\N46
##	TAG	</name>
##	TAG	<num>
1985	TOK	IV		IV\X
##	TAG	</num>
---	DLE	,		=\DELIM
1986	TOK	and		and\CC
1987	TOK	may		may\VOFDR66
1988	TOK	only		only\DGA7
1989	TOK	be		be\VMI----
1990	TOK	used		use\VMC----
1991	TOK	for		for\P
1992	TOK	export		export\N5S
1993	TOK	within		within\P
1994	TOK	a		a\AI---S
1995	TOK	period		period\N5S
1996	TOK	of		of\P
##	TAG	<num>
1997	TOK	six		six\X
##	TAG	</num>
1998	TOK	months		month\N5P
1999	TOK	from		from\P
2000	TOK	the		the\AT---6
2001	TOK	date		date\N5S
2002	TOK	on		on\P
2003	TOK	which		which\RW63N-
2004	TOK	it		it\RPS3N6
2005	TOK	was		be\V6F-A66
2006	TOK	granted		grant\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
2007	TOK	Each	BOS	each\AG---S
2008	TOK	permit		permit\N5S
2009	TOK	or		or\CC
2010	TOK	certificate		certificate\N5S
2011	TOK	shall		shall\VOFDR66
2012	TOK	contain		contain\VMI----
2013	TOK	the		the\AT---6
2014	TOK	title		title\N5S
2015	TOK	of		of\P
2016	TOK	the		the\AT---6
2017	TOK	present		present\JA
##	TAG	<name>
2018	TOK	Convention		Convention\N46
##	TAG	</name>
---	DLE	,		=\DELIM
2019	TOK	the		the\AT---6
2020	TOK	name		name\N5S
2021	TOK	and		and\CC
2022	TOK	any		any\AG---6
2023	TOK	identifying		identify\VMG----
2024	TOK	stamp		stamp\N5S
2025	TOK	of		of\P
2026	TOK	the		the\AT---6
##	TAG	<name>
2027	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
2028	TOK	granting		grant\VMG----
2029	TOK	it		it\RPS3N6
2030	TOK	and		and\CC
2031	TOK	a		a\AI---S
2032	TOK	control		control\N5S
2033	TOK	number		number\N5S
2034	TOK	assigned		assign\VMC----
2035	TOK	by		by\P
2036	TOK	the		the\AT---6
##	TAG	<name>
2037	TOK	Management Authority		Management_Authority\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
2038	TOK	Any	BOS	any\AG---6
2039	TOK	copies		copy\N5P
2040	TOK	of		of\P
2041	TOK	a		a\AI---S
2042	TOK	permit		permit\N5S
2043	TOK	or		or\CC
2044	TOK	certificate		certificate\N5S
2045	TOK	issued		issue\VMC----
2046	TOK	by		by\P
2047	TOK	a		a\AI---S
##	TAG	<name>
2048	TOK	Management Authority		Management_Authority\N46
